4 76
Z4xZ19
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75
14 15 16 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 33 34 35 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 52 53 54 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 71 72 73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70
15 16 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 34 35 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 53 54 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 72 73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71
16 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 35 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 54 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72
17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73
18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74
19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56
20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 19 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 0 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 57 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 38
21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 19 20 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 0 1 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 57 58 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 38 39
22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 19 20 21 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 0 1 2 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 57 58 59 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 38 39 40
23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 19 20 21 22 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 0 1 2 3 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 57 58 59 60 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 38 39 40 41
24 25 26 27 28 29 30 31 32 33 34 35 36 37 19 20 21 22 23 5 6 7 8 9 10 11 12 13 14 15 16 17 18 0 1 2 3 4 62 63 64 65 66 67 68 69 70 71 72 73 74 75 57 58 59 60 61 43 44 45 46 47 48 49 50 51 52 53 54 55 56 38 39 40 41 42
25 26 27 28 29 30 31 32 33 34 35 36 37 19 20 21 22 23 24 6 7 8 9 10 11 12 13 14 15 16 17 18 0 1 2 3 4 5 63 64 65 66 67 68 69 70 71 72 73 74 75 57 58 59 60 61 62 44 45 46 47 48 49 50 51 52 53 54 55 56 38 39 40 41 42 43
26 27 28 29 30 31 32 33 34 35 36 37 19 20 21 22 23 24 25 7 8 9 10 11 12 13 14 15 16 17 18 0 1 2 3 4 5 6 64 65 66 67 68 69 70 71 72 73 74 75 57 58 59 60 61 62 63 45 46 47 48 49 50 51 52 53 54 55 56 38 39 40 41 42 43 44
27 28 29 30 31 32 33 34 35 36 37 19 20 21 22 23 24 25 26 8 9 10 11 12 13 14 15 16 17 18 0 1 2 3 4 5 6 7 65 66 67 68 69 70 71 72 73 74 75 57 58 59 60 61 62 63 64 46 47 48 49 50 51 52 53 54 55 56 38 39 40 41 42 43 44 45
28 29 30 31 32 33 34 35 36 37 19 20 21 22 23 24 25 26 27 9 10 11 12 13 14 15 16 17 18 0 1 2 3 4 5 6 7 8 66 67 68 69 70 71 72 73 74 75 57 58 59 60 61 62 63 64 65 47 48 49 50 51 52 53 54 55 56 38 39 40 41 42 43 44 45 46
29 30 31 32 33 34 35 36 37 19 20 21 22 23 24 25 26 27 28 10 11 12 13 14 15 16 17 18 0 1 2 3 4 5 6 7 8 9 67 68 69 70 71 72 73 74 75 57 58 59 60 61 62 63 64 65 66 48 49 50 51 52 53 54 55 56 38 39 40 41 42 43 44 45 46 47
30 31 32 33 34 35 36 37 19 20 21 22 23 24 25 26 27 28 29 11 12 13 14 15 16 17 18 0 1 2 3 4 5 6 7 8 9 10 68 69 70 71 72 73 74 75 57 58 59 60 61 62 63 64 65 66 67 49 50 51 52 53 54 55 56 38 39 40 41 42 43 44 45 46 47 48
31 32 33 34 35 36 37 19 20 21 22 23 24 25 26 27 28 29 30 12 13 14 15 16 17 18 0 1 2 3 4 5 6 7 8 9 10 11 69 70 71 72 73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 50 51 52 53 54 55 56 38 39 40 41 42 43 44 45 46 47 48 49
32 33 34 35 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 13 14 15 16 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 70 71 72 73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 51 52 53 54 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50
33 34 35 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 14 15 16 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 71 72 73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 52 53 54 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51
34 35 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 15 16 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 72 73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 53 54 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52
35 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 16 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 54 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53
36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54
37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55
38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37
39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 38 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 57 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 0 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 19
40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 38 39 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 57 58 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 0 1 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 19 20
41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 38 39 40 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 57 58 59 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 0 1 2 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 19 20 21
42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 38 39 40 41 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 57 58 59 60 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 0 1 2 3 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 19 20 21 22
43 44 45 46 47 48 49 50 51 52 53 54 55 56 38 39 40 41 42 62 63 64 65 66 67 68 69 70 71 72 73 74 75 57 58 59 60 61 5 6 7 8 9 10 11 12 13 14 15 16 17 18 0 1 2 3 4 24 25 26 27 28 29 30 31 32 33 34 35 36 37 19 20 21 22 23
44 45 46 47 48 49 50 51 52 53 54 55 56 38 39 40 41 42 43 63 64 65 66 67 68 69 70 71 72 73 74 75 57 58 59 60 61 62 6 7 8 9 10 11 12 13 14 15 16 17 18 0 1 2 3 4 5 25 26 27 28 29 30 31 32 33 34 35 36 37 19 20 21 22 23 24
45 46 47 48 49 50 51 52 53 54 55 56 38 39 40 41 42 43 44 64 65 66 67 68 69 70 71 72 73 74 75 57 58 59 60 61 62 63 7 8 9 10 11 12 13 14 15 16 17 18 0 1 2 3 4 5 6 26 27 28 29 30 31 32 33 34 35 36 37 19 20 21 22 23 24 25
46 47 48 49 50 51 52 53 54 55 56 38 39 40 41 42 43 44 45 65 66 67 68 69 70 71 72 73 74 75 57 58 59 60 61 62 63 64 8 9 10 11 12 13 14 15 16 17 18 0 1 2 3 4 5 6 7 27 28 29 30 31 32 33 34 35 36 37 19 20 21 22 23 24 25 26
47 48 49 50 51 52 53 54 55 56 38 39 40 41 42 43 44 45 46 66 67 68 69 70 71 72 73 74 75 57 58 59 60 61 62 63 64 65 9 10 11 12 13 14 15 16 17 18 0 1 2 3 4 5 6 7 8 28 29 30 31 32 33 34 35 36 37 19 20 21 22 23 24 25 26 27
48 49 50 51 52 53 54 55 56 38 39 40 41 42 43 44 45 46 47 67 68 69 70 71 72 73 74 75 57 58 59 60 61 62 63 64 65 66 10 11 12 13 14 15 16 17 18 0 1 2 3 4 5 6 7 8 9 29 30 31 32 33 34 35 36 37 19 20 21 22 23 24 25 26 27 28
49 50 51 52 53 54 55 56 38 39 40 41 42 43 44 45 46 47 48 68 69 70 71 72 73 74 75 57 58 59 60 61 62 63 64 65 66 67 11 12 13 14 15 16 17 18 0 1 2 3 4 5 6 7 8 9 10 30 31 32 33 34 35 36 37 19 20 21 22 23 24 25 26 27 28 29
50 51 52 53 54 55 56 38 39 40 41 42 43 44 45 46 47 48 49 69 70 71 72 73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 12 13 14 15 16 17 18 0 1 2 3 4 5 6 7 8 9 10 11 31 32 33 34 35 36 37 19 20 21 22 23 24 25 26 27 28 29 30
51 52 53 54 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 70 71 72 73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 13 14 15 16 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 32 33 34 35 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31
52 53 54 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 71 72 73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 14 15 16 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 33 34 35 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32
53 54 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 72 73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 15 16 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 34 35 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33
54 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 16 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 35 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34
55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35
56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36
57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 57 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 38 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 19 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 0
59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 57 58 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 38 39 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 19 20 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 0 1
60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 57 58 59 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 38 39 40 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 19 20 21 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 0 1 2
61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 57 58 59 60 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 38 39 40 41 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 19 20 21 22 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 0 1 2 3
62 63 64 65 66 67 68 69 70 71 72 73 74 75 57 58 59 60 61 43 44 45 46 47 48 49 50 51 52 53 54 55 56 38 39 40 41 42 24 25 26 27 28 29 30 31 32 33 34 35 36 37 19 20 21 22 23 5 6 7 8 9 10 11 12 13 14 15 16 17 18 0 1 2 3 4
63 64 65 66 67 68 69 70 71 72 73 74 75 57 58 59 60 61 62 44 45 46 47 48 49 50 51 52 53 54 55 56 38 39 40 41 42 43 25 26 27 28 29 30 31 32 33 34 35 36 37 19 20 21 22 23 24 6 7 8 9 10 11 12 13 14 15 16 17 18 0 1 2 3 4 5
64 65 66 67 68 69 70 71 72 73 74 75 57 58 59 60 61 62 63 45 46 47 48 49 50 51 52 53 54 55 56 38 39 40 41 42 43 44 26 27 28 29 30 31 32 33 34 35 36 37 19 20 21 22 23 24 25 7 8 9 10 11 12 13 14 15 16 17 18 0 1 2 3 4 5 6
65 66 67 68 69 70 71 72 73 74 75 57 58 59 60 61 62 63 64 46 47 48 49 50 51 52 53 54 55 56 38 39 40 41 42 43 44 45 27 28 29 30 31 32 33 34 35 36 37 19 20 21 22 23 24 25 26 8 9 10 11 12 13 14 15 16 17 18 0 1 2 3 4 5 6 7
66 67 68 69 70 71 72 73 74 75 57 58 59 60 61 62 63 64 65 47 48 49 50 51 52 53 54 55 56 38 39 40 41 42 43 44 45 46 28 29 30 31 32 33 34 35 36 37 19 20 21 22 23 24 25 26 27 9 10 11 12 13 14 15 16 17 18 0 1 2 3 4 5 6 7 8
67 68 69 70 71 72 73 74 75 57 58 59 60 61 62 63 64 65 66 48 49 50 51 52 53 54 55 56 38 39 40 41 42 43 44 45 46 47 29 30 31 32 33 34 35 36 37 19 20 21 22 23 24 25 26 27 28 10 11 12 13 14 15 16 17 18 0 1 2 3 4 5 6 7 8 9
68 69 70 71 72 73 74 75 57 58 59 60 61 62 63 64 65 66 67 49 50 51 52 53 54 55 56 38 39 40 41 42 43 44 45 46 47 48 30 31 32 33 34 35 36 37 19 20 21 22 23 24 25 26 27 28 29 11 12 13 14 15 16 17 18 0 1 2 3 4 5 6 7 8 9 10
69 70 71 72 73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 50 51 52 53 54 55 56 38 39 40 41 42 43 44 45 46 47 48 49 31 32 33 34 35 36 37 19 20 21 22 23 24 25 26 27 28 29 30 12 13 14 15 16 17 18 0 1 2 3 4 5 6 7 8 9 10 11
70 71 72 73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 51 52 53 54 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 32 33 34 35 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 13 14 15 16 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12
71 72 73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 52 53 54 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 33 34 35 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 14 15 16 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13
72 73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 53 54 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 34 35 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 15 16 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14
73 74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 54 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 35 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 16 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
74 75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 55 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 36 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 17 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
75 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 56 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 37 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 18 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
D76
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75
1 0 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2
2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1
3 2 1 0 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4
4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3
5 4 3 2 1 0 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6
6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5
7 6 5 4 3 2 1 0 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8
8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7
9 8 7 6 5 4 3 2 1 0 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10
10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9
11 10 9 8 7 6 5 4 3 2 1 0 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12
12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11
13 12 11 10 9 8 7 6 5 4 3 2 1 0 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14
14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13
15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18
18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20
20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22
22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24
24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26
26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25
27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28
28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27
