5 50
Z2xZ25
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
38 39 40 41 42 43 44 45 46 47 48 49 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37
39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 49 48 47 46 45 44 43 42 41 40
40 41 42 43 44 45 46 47 48 49 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 49 48 47 46 45 44 43 42
42 43 44 45 46 47 48 49 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41
43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 49 48 47 46 45 44
44 45 46 47 48 49 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43
45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 49 48 47 46
46 47 48 49 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45
47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 49 48
48 49 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0
Z5:Z2xZ5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
1 2 3 4 0 6 7 8 9 5 11 12 13 14 10 16 17 18 19 15 21 22 23 24 20 26 27 28 29 25 31 32 33 34 30 36 37 38 39 35 41 42 43 44 40 46 47 48 49 45
2 3 4 0 1 7 8 9 5 6 12 13 14 10 11 17 18 19 15 16 22 23 24 20 21 27 28 29 25 26 32 33 34 30 31 37 38 39 35 36 42 43 44 40 41 47 48 49 45 46
3 4 0 1 2 8 9 5 6 7 13 14 10 11 12 18 19 15 16 17 23 24 20 21 22 28 29 25 26 27 33 34 30 31 32 38 39 35 36 37 43 44 40 41 42 48 49 45 46 47
4 0 1 2 3 9 5 6 7 8 14 10 11 12 13 19 15 16 17 18 24 20 21 22 23 29 25 26 27 28 34 30 31 32 33 39 35 36 37 38 44 40 41 42 43 49 45 46 47 48
5 6 7 8 9 0 1 2 3 4 45 46 47 48 49 40 41 42 43 44 35 36 37 38 39 30 31 32 33 34 25 26 27 28 29 20 21 22 23 24 15 16 17 18 19 10 11 12 13 14
6 7 8 9 5 1 2 3 4 0 46 47 48 49 45 41 42 43 44 40 36 37 38 39 35 31 32 33 34 30 26 27 28 29 25 21 22 23 24 20 16 17 18 19 15 11 12 13 14 10
7 8 9 5 6 2 3 4 0 1 47 48 49 45 46 42 43 44 40 41 37 38 39 35 36 32 33 34 30 31 27 28 29 25 26 22 23 24 20 21 17 18 19 15 16 12 13 14 10 11
8 9 5 6 7 3 4 0 1 2 48 49 45 46 47 43 44 40 41 42 38 39 35 36 37 33 34 30 31 32 28 29 25 26 27 23 24 20 21 22 18 19 15 16 17 13 14 10 11 12
9 5 6 7 8 4 0 1 2 3 49 45 46 47 48 44 40 41 42 43 39 35 36 37 38 34 30 31 32 33 29 25 26 27 28 24 20 21 22 23 19 15 16 17 18 14 10 11 12 13
10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 0 1 2 3 4 5 6 7 8 9
11 12 13 14 10 16 17 18 19 15 21 22 23 24 20 26 27 28 29 25 31 32 33 34 30 36 37 38 39 35 41 42 43 44 40 46 47 48 49 45 1 2 3 4 0 6 7 8 9 5
12 13 14 10 11 17 18 19 15 16 22 23 24 20 21 27 28 29 25 26 32 33 34 30 31 37 38 39 35 36 42 43 44 40 41 47 48 49 45 46 2 3 4 0 1 7 8 9 5 6
13 14 10 11 12 18 19 15 16 17 23 24 20 21 22 28 29 25 26 27 33 34 30 31 32 38 39 35 36 37 43 44 40 41 42 48 49 45 46 47 3 4 0 1 2 8 9 5 6 7
14 10 11 12 13 19 15 16 17 18 24 20 21 22 23 29 25 26 27 28 34 30 31 32 33 39 35 36 37 38 44 40 41 42 43 49 45 46 47 48 4 0 1 2 3 9 5 6 7 8
15 16 17 18 19 10 11 12 13 14 5 6 7 8 9 0 1 2 3 4 45 46 47 48 49 40 41 42 43 44 35 36 37 38 39 30 31 32 33 34 25 26 27 28 29 20 21 22 23 24
16 17 18 19 15 11 12 13 14 10 6 7 8 9 5 1 2 3 4 0 46 47 48 49 45 41 42 43 44 40 36 37 38 39 35 31 32 33 34 30 26 27 28 29 25 21 22 23 24 20
17 18 19 15 16 12 13 14 10 11 7 8 9 5 6 2 3 4 0 1 47 48 49 45 46 42 43 44 40 41 37 38 39 35 36 32 33 34 30 31 27 28 29 25 26 22 23 24 20 21
18 19 15 16 17 13 14 10 11 12 8 9 5 6 7 3 4 0 1 2 48 49 45 46 47 43 44 40 41 42 38 39 35 36 37 33 34 30 31 32 28 29 25 26 27 23 24 20 21 22
19 15 16 17 18 14 10 11 12 13 9 5 6 7 8 4 0 1 2 3 49 45 46 47 48 44 40 41 42 43 39 35 36 37 38 34 30 31 32 33 29 25 26 27 28 24 20 21 22 23
20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
21 22 23 24 20 26 27 28 29 25 31 32 33 34 30 36 37 38 39 35 41 42 43 44 40 46 47 48 49 45 1 2 3 4 0 6 7 8 9 5 11 12 13 14 10 16 17 18 19 15
22 23 24 20 21 27 28 29 25 26 32 33 34 30 31 37 38 39 35 36 42 43 44 40 41 47 48 49 45 46 2 3 4 0 1 7 8 9 5 6 12 13 14 10 11 17 18 19 15 16
23 24 20 21 22 28 29 25 26 27 33 34 30 31 32 38 39 35 36 37 43 44 40 41 42 48 49 45 46 47 3 4 0 1 2 8 9 5 6 7 13 14 10 11 12 18 19 15 16 17
24 20 21 22 23 29 25 26 27 28 34 30 31 32 33 39 35 36 37 38 44 40 41 42 43 49 45 46 47 48 4 0 1 2 3 9 5 6 7 8 14 10 11 12 13 19 15 16 17 18
25 26 27 28 29 20 21 22 23 24 15 16 17 18 19 10 11 12 13 14 5 6 7 8 9 0 1 2 3 4 45 46 47 48 49 40 41 42 43 44 35 36 37 38 39 30 31 32 33 34
26 27 28 29 25 21 22 23 24 20 16 17 18 19 15 11 12 13 14 10 6 7 8 9 5 1 2 3 4 0 46 47 48 49 45 41 42 43 44 40 36 37 38 39 35 31 32 33 34 30
27 28 29 25 26 22 23 24 20 21 17 18 19 15 16 12 13 14 10 11 7 8 9 5 6 2 3 4 0 1 47 48 49 45 46 42 43 44 40 41 37 38 39 35 36 32 33 34 30 31
28 29 25 26 27 23 24 20 21 22 18 19 15 16 17 13 14 10 11 12 8 9 5 6 7 3 4 0 1 2 48 49 45 46 47 43 44 40 41 42 38 39 35 36 37 33 34 30 31 32
29 25 26 27 28 24 20 21 22 23 19 15 16 17 18 14 10 11 12 13 9 5 6 7 8 4 0 1 2 3 49 45 46 47 48 44 40 41 42 43 39 35 36 37 38 34 30 31 32 33
30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29
31 32 33 34 30 36 37 38 39 35 41 42 43 44 40 46 47 48 49 45 1 2 3 4 0 6 7 8 9 5 11 12 13 14 10 16 17 18 19 15 21 22 23 24 20 26 27 28 29 25
32 33 34 30 31 37 38 39 35 36 42 43 44 40 41 47 48 49 45 46 2 3 4 0 1 7 8 9 5 6 12 13 14 10 11 17 18 19 15 16 22 23 24 20 21 27 28 29 25 26
33 34 30 31 32 38 39 35 36 37 43 44 40 41 42 48 49 45 46 47 3 4 0 1 2 8 9 5 6 7 13 14 10 11 12 18 19 15 16 17 23 24 20 21 22 28 29 25 26 27
34 30 31 32 33 39 35 36 37 38 44 40 41 42 43 49 45 46 47 48 4 0 1 2 3 9 5 6 7 8 14 10 11 12 13 19 15 16 17 18 24 20 21 22 23 29 25 26 27 28
35 36 37 38 39 30 31 32 33 34 25 26 27 28 29 20 21 22 23 24 15 16 17 18 19 10 11 12 13 14 5 6 7 8 9 0 1 2 3 4 45 46 47 48 49 40 41 42 43 44
36 37 38 39 35 31 32 33 34 30 26 27 28 29 25 21 22 23 24 20 16 17 18 19 15 11 12 13 14 10 6 7 8 9 5 1 2 3 4 0 46 47 48 49 45 41 42 43 44 40
37 38 39 35 36 32 33 34 30 31 27 28 29 25 26 22 23 24 20 21 17 18 19 15 16 12 13 14 10 11 7 8 9 5 6 2 3 4 0 1 47 48 49 45 46 42 43 44 40 41
38 39 35 36 37 33 34 30 31 32 28 29 25 26 27 23 24 20 21 22 18 19 15 16 17 13 14 10 11 12 8 9 5 6 7 3 4 0 1 2 48 49 45 46 47 43 44 40 41 42
39 35 36 37 38 34 30 31 32 33 29 25 26 27 28 24 20 21 22 23 19 15 16 17 18 14 10 11 12 13 9 5 6 7 8 4 0 1 2 3 49 45 46 47 48 44 40 41 42 43
40 41 42 43 44 45 46 47 48 49 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
41 42 43 44 40 46 47 48 49 45 1 2 3 4 0 6 7 8 9 5 11 12 13 14 10 16 17 18 19 15 21 22 23 24 20 26 27 28 29 25 31 32 33 34 30 36 37 38 39 35
42 43 44 40 41 47 48 49 45 46 2 3 4 0 1 7 8 9 5 6 12 13 14 10 11 17 18 19 15 16 22 23 24 20 21 27 28 29 25 26 32 33 34 30 31 37 38 39 35 36
43 44 40 41 42 48 49 45 46 47 3 4 0 1 2 8 9 5 6 7 13 14 10 11 12 18 19 15 16 17 23 24 20 21 22 28 29 25 26 27 33 34 30 31 32 38 39 35 36 37
44 40 41 42 43 49 45 46 47 48 4 0 1 2 3 9 5 6 7 8 14 10 11 12 13 19 15 16 17 18 24 20 21 22 23 29 25 26 27 28 34 30 31 32 33 39 35 36 37 38
45 46 47 48 49 40 41 42 43 44 35 36 37 38 39 30 31 32 33 34 25 26 27 28 29 20 21 22 23 24 15 16 17 18 19 10 11 12 13 14 5 6 7 8 9 0 1 2 3 4
46 47 48 49 45 41 42 43 44 40 36 37 38 39 35 31 32 33 34 30 26 27 28 29 25 21 22 23 24 20 16 17 18 19 15 11 12 13 14 10 6 7 8 9 5 1 2 3 4 0
47 48 49 45 46 42 43 44 40 41 37 38 39 35 36 32 33 34 30 31 27 28 29 25 26 22 23 24 20 21 17 18 19 15 16 12 13 14 10 11 7 8 9 5 6 2 3 4 0 1
48 49 45 46 47 43 44 40 41 42 38 39 35 36 37 33 34 30 31 32 28 29 25 26 27 23 24 20 21 22 18 19 15 16 17 13 14 10 11 12 8 9 5 6 7 3 4 0 1 2
49 45 46 47 48 44 40 41 42 43 39 35 36 37 38 34 30 31 32 33 29 25 26 27 28 24 20 21 22 23 19 15 16 17 18 14 10 11 12 13 9 5 6 7 8 4 0 1 2 3
Z5:D10
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
1 0 9 8 7 6 5 4 3 2 41 40 49 48 47 46 45 44 43 42 31 30 39 38 37 36 35 34 33 32 21 20 29 28 27 26 25 24 23 22 11 10 19 18 17 16 15 14 13 12
2 3 4 5 6 7 8 9 0 1 12 13 14 15 16 17 18 19 10 11 22 23 24 25 26 27 28 29 20 21 32 33 34 35 36 37 38 39 30 31 42 43 44 45 46 47 48 49 40 41
3 2 1 0 9 8 7 6 5 4 43 42 41 40 49 48 47 46 45 44 33 32 31 30 39 38 37 36 35 34 23 22 21 20 29 28 27 26 25 24 13 12 11 10 19 18 17 16 15 14
4 5 6 7 8 9 0 1 2 3 14 15 16 17 18 19 10 11 12 13 24 25 26 27 28 29 20 21 22 23 34 35 36 37 38 39 30 31 32 33 44 45 46 47 48 49 40 41 42 43
5 4 3 2 1 0 9 8 7 6 45 44 43 42 41 40 49 48 47 46 35 34 33 32 31 30 39 38 37 36 25 24 23 22 21 20 29 28 27 26 15 14 13 12 11 10 19 18 17 16
6 7 8 9 0 1 2 3 4 5 16 17 18 19 10 11 12 13 14 15 26 27 28 29 20 21 22 23 24 25 36 37 38 39 30 31 32 33 34 35 46 47 48 49 40 41 42 43 44 45
7 6 5 4 3 2 1 0 9 8 47 46 45 44 43 42 41 40 49 48 37 36 35 34 33 32 31 30 39 38 27 26 25 24 23 22 21 20 29 28 17 16 15 14 13 12 11 10 19 18
8 9 0 1 2 3 4 5 6 7 18 19 10 11 12 13 14 15 16 17 28 29 20 21 22 23 24 25 26 27 38 39 30 31 32 33 34 35 36 37 48 49 40 41 42 43 44 45 46 47
9 8 7 6 5 4 3 2 1 0 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10
10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 0 1 2 3 4 5 6 7 8 9
11 10 19 18 17 16 15 14 13 12 1 0 9 8 7 6 5 4 3 2 41 40 49 48 47 46 45 44 43 42 31 30 39 38 37 36 35 34 33 32 21 20 29 28 27 26 25 24 23 22
12 13 14 15 16 17 18 19 10 11 22 23 24 25 26 27 28 29 20 21 32 33 34 35 36 37 38 39 30 31 42 43 44 45 46 47 48 49 40 41 2 3 4 5 6 7 8 9 0 1
13 12 11 10 19 18 17 16 15 14 3 2 1 0 9 8 7 6 5 4 43 42 41 40 49 48 47 46 45 44 33 32 31 30 39 38 37 36 35 34 23 22 21 20 29 28 27 26 25 24
14 15 16 17 18 19 10 11 12 13 24 25 26 27 28 29 20 21 22 23 34 35 36 37 38 39 30 31 32 33 44 45 46 47 48 49 40 41 42 43 4 5 6 7 8 9 0 1 2 3
15 14 13 12 11 10 19 18 17 16 5 4 3 2 1 0 9 8 7 6 45 44 43 42 41 40 49 48 47 46 35 34 33 32 31 30 39 38 37 36 25 24 23 22 21 20 29 28 27 26
16 17 18 19 10 11 12 13 14 15 26 27 28 29 20 21 22 23 24 25 36 37 38 39 30 31 32 33 34 35 46 47 48 49 40 41 42 43 44 45 6 7 8 9 0 1 2 3 4 5
17 16 15 14 13 12 11 10 19 18 7 6 5 4 3 2 1 0 9 8 47 46 45 44 43 42 41 40 49 48 37 36 35 34 33 32 31 30 39 38 27 26 25 24 23 22 21 20 29 28
18 19 10 11 12 13 14 15 16 17 28 29 20 21 22 23 24 25 26 27 38 39 30 31 32 33 34 35 36 37 48 49 40 41 42 43 44 45 46 47 8 9 0 1 2 3 4 5 6 7
19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20
20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
21 20 29 28 27 26 25 24 23 22 11 10 19 18 17 16 15 14 13 12 1 0 9 8 7 6 5 4 3 2 41 40 49 48 47 46 45 44 43 42 31 30 39 38 37 36 35 34 33 32
22 23 24 25 26 27 28 29 20 21 32 33 34 35 36 37 38 39 30 31 42 43 44 45 46 47 48 49 40 41 2 3 4 5 6 7 8 9 0 1 12 13 14 15 16 17 18 19 10 11
23 22 21 20 29 28 27 26 25 24 13 12 11 10 19 18 17 16 15 14 3 2 1 0 9 8 7 6 5 4 43 42 41 40 49 48 47 46 45 44 33 32 31 30 39 38 37 36 35 34
24 25 26 27 28 29 20 21 22 23 34 35 36 37 38 39 30 31 32 33 44 45 46 47 48 49 40 41 42 43 4 5 6 7 8 9 0 1 2 3 14 15 16 17 18 19 10 11 12 13
25 24 23 22 21 20 29 28 27 26 15 14 13 12 11 10 19 18 17 16 5 4 3 2 1 0 9 8 7 6 45 44 43 42 41 40 49 48 47 46 35 34 33 32 31 30 39 38 37 36
26 27 28 29 20 21 22 23 24 25 36 37 38 39 30 31 32 33 34 35 46 47 48 49 40 41 42 43 44 45 6 7 8 9 0 1 2 3 4 5 16 17 18 19 10 11 12 13 14 15
27 26 25 24 23 22 21 20 29 28 17 16 15 14 13 12 11 10 19 18 7 6 5 4 3 2 1 0 9 8 47 46 45 44 43 42 41 40 49 48 37 36 35 34 33 32 31 30 39 38
28 29 20 21 22 23 24 25 26 27 38 39 30 31 32 33 34 35 36 37 48 49 40 41 42 43 44 45 46 47 8 9 0 1 2 3 4 5 6 7 18 19 10 11 12 13 14 15 16 17
29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30
30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29
31 30 39 38 37 36 35 34 33 32 21 20 29 28 27 26 25 24 23 22 11 10 19 18 17 16 15 14 13 12 1 0 9 8 7 6 5 4 3 2 41 40 49 48 47 46 45 44 43 42
32 33 34 35 36 37 38 39 30 31 42 43 44 45 46 47 48 49 40 41 2 3 4 5 6 7 8 9 0 1 12 13 14 15 16 17 18 19 10 11 22 23 24 25 26 27 28 29 20 21
33 32 31 30 39 38 37 36 35 34 23 22 21 20 29 28 27 26 25 24 13 12 11 10 19 18 17 16 15 14 3 2 1 0 9 8 7 6 5 4 43 42 41 40 49 48 47 46 45 44
34 35 36 37 38 39 30 31 32 33 44 45 46 47 48 49 40 41 42 43 4 5 6 7 8 9 0 1 2 3 14 15 16 17 18 19 10 11 12 13 24 25 26 27 28 29 20 21 22 23
35 34 33 32 31 30 39 38 37 36 25 24 23 22 21 20 29 28 27 26 15 14 13 12 11 10 19 18 17 16 5 4 3 2 1 0 9 8 7 6 45 44 43 42 41 40 49 48 47 46
36 37 38 39 30 31 32 33 34 35 46 47 48 49 40 41 42 43 44 45 6 7 8 9 0 1 2 3 4 5 16 17 18 19 10 11 12 13 14 15 26 27 28 29 20 21 22 23 24 25
37 36 35 34 33 32 31 30 39 38 27 26 25 24 23 22 21 20 29 28 17 16 15 14 13 12 11 10 19 18 7 6 5 4 3 2 1 0 9 8 47 46 45 44 43 42 41 40 49 48
38 39 30 31 32 33 34 35 36 37 48 49 40 41 42 43 44 45 46 47 8 9 0 1 2 3 4 5 6 7 18 19 10 11 12 13 14 15 16 17 28 29 20 21 22 23 24 25 26 27
39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 49 48 47 46 45 44 43 42 41 40
40 41 42 43 44 45 46 47 48 49 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
41 40 49 48 47 46 45 44 43 42 31 30 39 38 37 36 35 34 33 32 21 20 29 28 27 26 25 24 23 22 11 10 19 18 17 16 15 14 13 12 1 0 9 8 7 6 5 4 3 2
42 43 44 45 46 47 48 49 40 41 2 3 4 5 6 7 8 9 0 1 12 13 14 15 16 17 18 19 10 11 22 23 24 25 26 27 28 29 20 21 32 33 34 35 36 37 38 39 30 31
43 42 41 40 49 48 47 46 45 44 33 32 31 30 39 38 37 36 35 34 23 22 21 20 29 28 27 26 25 24 13 12 11 10 19 18 17 16 15 14 3 2 1 0 9 8 7 6 5 4
44 45 46 47 48 49 40 41 42 43 4 5 6 7 8 9 0 1 2 3 14 15 16 17 18 19 10 11 12 13 24 25 26 27 28 29 20 21 22 23 34 35 36 37 38 39 30 31 32 33
45 44 43 42 41 40 49 48 47 46 35 34 33 32 31 30 39 38 37 36 25 24 23 22 21 20 29 28 27 26 15 14 13 12 11 10 19 18 17 16 5 4 3 2 1 0 9 8 7 6
46 47 48 49 40 41 42 43 44 45 6 7 8 9 0 1 2 3 4 5 16 17 18 19 10 11 12 13 14 15 26 27 28 29 20 21 22 23 24 25 36 37 38 39 30 31 32 33 34 35
47 46 45 44 43 42 41 40 49 48 37 36 35 34 33 32 31 30 39 38 27 26 25 24 23 22 21 20 29 28 17 16 15 14 13 12 11 10 19 18 7 6 5 4 3 2 1 0 9 8
48 49 40 41 42 43 44 45 46 47 8 9 0 1 2 3 4 5 6 7 18 19 10 11 12 13 14 15 16 17 28 29 20 21 22 23 24 25 26 27 38 39 30 31 32 33 34 35 36 37
49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0
