52 48
Z16xZ3
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
9 8 11 10 13 12 15 14 1 0 3 2 5 4 7 6 41 40 43 42 45 44 47 46 33 32 35 34 37 36 39 38 25 24 27 26 29 28 31 30 17 16 19 18 21 20 23 22
10 11 8 9 14 15 12 13 2 3 0 1 6 7 4 5 42 43 40 41 46 47 44 45 34 35 32 33 38 39 36 37 26 27 24 25 30 31 28 29 18 19 16 17 22 23 20 21
11 10 9 8 15 14 13 12 3 2 1 0 7 6 5 4 43 42 41 40 47 46 45 44 35 34 33 32 39 38 37 36 27 26 25 24 31 30 29 28 19 18 17 16 23 22 21 20
12 13 14 15 8 9 10 11 4 5 6 7 0 1 2 3 44 45 46 47 40 41 42 43 36 37 38 39 32 33 34 35 28 29 30 31 24 25 26 27 20 21 22 23 16 17 18 19
13 12 15 14 9 8 11 10 5 4 7 6 1 0 3 2 45 44 47 46 41 40 43 42 37 36 39 38 33 32 35 34 29 28 31 30 25 24 27 26 21 20 23 22 17 16 19 18
14 15 12 13 10 11 8 9 6 7 4 5 2 3 0 1 46 47 44 45 42 43 40 41 38 39 36 37 34 35 32 33 30 31 28 29 26 27 24 25 22 23 20 21 18 19 16 17
15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17 16 19 18 21 20 23 22 25 24 27 26 29 28 31 30 33 32 35 34 37 36 39 38 41 40 43 42 45 44 47 46 1 0 3 2 5 4 7 6 9 8 11 10 13 12 15 14
18 19 16 17 22 23 20 21 26 27 24 25 30 31 28 29 34 35 32 33 38 39 36 37 42 43 40 41 46 47 44 45 2 3 0 1 6 7 4 5 10 11 8 9 14 15 12 13
19 18 17 16 23 22 21 20 27 26 25 24 31 30 29 28 35 34 33 32 39 38 37 36 43 42 41 40 47 46 45 44 3 2 1 0 7 6 5 4 11 10 9 8 15 14 13 12
20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 44 45 46 47 40 41 42 43 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11
21 20 23 22 17 16 19 18 29 28 31 30 25 24 27 26 37 36 39 38 33 32 35 34 45 44 47 46 41 40 43 42 5 4 7 6 1 0 3 2 13 12 15 14 9 8 11 10
22 23 20 21 18 19 16 17 30 31 28 29 26 27 24 25 38 39 36 37 34 35 32 33 46 47 44 45 42 43 40 41 6 7 4 5 2 3 0 1 14 15 12 13 10 11 8 9
23 22 21 20 19 18 17 16 31 30 29 28 27 26 25 24 39 38 37 36 35 34 33 32 47 46 45 44 43 42 41 40 7 6 5 4 3 2 1 0 15 14 13 12 11 10 9 8
24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39
25 24 27 26 29 28 31 30 17 16 19 18 21 20 23 22 9 8 11 10 13 12 15 14 1 0 3 2 5 4 7 6 41 40 43 42 45 44 47 46 33 32 35 34 37 36 39 38
26 27 24 25 30 31 28 29 18 19 16 17 22 23 20 21 10 11 8 9 14 15 12 13 2 3 0 1 6 7 4 5 42 43 40 41 46 47 44 45 34 35 32 33 38 39 36 37
27 26 25 24 31 30 29 28 19 18 17 16 23 22 21 20 11 10 9 8 15 14 13 12 3 2 1 0 7 6 5 4 43 42 41 40 47 46 45 44 35 34 33 32 39 38 37 36
28 29 30 31 24 25 26 27 20 21 22 23 16 17 18 19 12 13 14 15 8 9 10 11 4 5 6 7 0 1 2 3 44 45 46 47 40 41 42 43 36 37 38 39 32 33 34 35
29 28 31 30 25 24 27 26 21 20 23 22 17 16 19 18 13 12 15 14 9 8 11 10 5 4 7 6 1 0 3 2 45 44 47 46 41 40 43 42 37 36 39 38 33 32 35 34
30 31 28 29 26 27 24 25 22 23 20 21 18 19 16 17 14 15 12 13 10 11 8 9 6 7 4 5 2 3 0 1 46 47 44 45 42 43 40 41 38 39 36 37 34 35 32 33
31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32
32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
33 32 35 34 37 36 39 38 41 40 43 42 45 44 47 46 1 0 3 2 5 4 7 6 9 8 11 10 13 12 15 14 17 16 19 18 21 20 23 22 25 24 27 26 29 28 31 30
34 35 32 33 38 39 36 37 42 43 40 41 46 47 44 45 2 3 0 1 6 7 4 5 10 11 8 9 14 15 12 13 18 19 16 17 22 23 20 21 26 27 24 25 30 31 28 29
35 34 33 32 39 38 37 36 43 42 41 40 47 46 45 44 3 2 1 0 7 6 5 4 11 10 9 8 15 14 13 12 19 18 17 16 23 22 21 20 27 26 25 24 31 30 29 28
36 37 38 39 32 33 34 35 44 45 46 47 40 41 42 43 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27
37 36 39 38 33 32 35 34 45 44 47 46 41 40 43 42 5 4 7 6 1 0 3 2 13 12 15 14 9 8 11 10 21 20 23 22 17 16 19 18 29 28 31 30 25 24 27 26
38 39 36 37 34 35 32 33 46 47 44 45 42 43 40 41 6 7 4 5 2 3 0 1 14 15 12 13 10 11 8 9 22 23 20 21 18 19 16 17 30 31 28 29 26 27 24 25
39 38 37 36 35 34 33 32 47 46 45 44 43 42 41 40 7 6 5 4 3 2 1 0 15 14 13 12 11 10 9 8 23 22 21 20 19 18 17 16 31 30 29 28 27 26 25 24
40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7
41 40 43 42 45 44 47 46 33 32 35 34 37 36 39 38 25 24 27 26 29 28 31 30 17 16 19 18 21 20 23 22 9 8 11 10 13 12 15 14 1 0 3 2 5 4 7 6
42 43 40 41 46 47 44 45 34 35 32 33 38 39 36 37 26 27 24 25 30 31 28 29 18 19 16 17 22 23 20 21 10 11 8 9 14 15 12 13 2 3 0 1 6 7 4 5
43 42 41 40 47 46 45 44 35 34 33 32 39 38 37 36 27 26 25 24 31 30 29 28 19 18 17 16 23 22 21 20 11 10 9 8 15 14 13 12 3 2 1 0 7 6 5 4
44 45 46 47 40 41 42 43 36 37 38 39 32 33 34 35 28 29 30 31 24 25 26 27 20 21 22 23 16 17 18 19 12 13 14 15 8 9 10 11 4 5 6 7 0 1 2 3
45 44 47 46 41 40 43 42 37 36 39 38 33 32 35 34 29 28 31 30 25 24 27 26 21 20 23 22 17 16 19 18 13 12 15 14 9 8 11 10 5 4 7 6 1 0 3 2
46 47 44 45 42 43 40 41 38 39 36 37 34 35 32 33 30 31 28 29 26 27 24 25 22 23 20 21 18 19 16 17 14 15 12 13 10 11 8 9 6 7 4 5 2 3 0 1
47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0
Z3:D16
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
1 0 15 14 13 12 11 10 9 8 7 6 5 4 3 2 17 16 31 30 29 28 27 26 25 24 23 22 21 20 19 18 33 32 47 46 45 44 43 42 41 40 39 38 37 36 35 34
2 3 4 5 6 7 8 9 10 11 12 13 14 15 0 1 18 19 20 21 22 23 24 25 26 27 28 29 30 31 16 17 34 35 36 37 38 39 40 41 42 43 44 45 46 47 32 33
3 2 1 0 15 14 13 12 11 10 9 8 7 6 5 4 19 18 17 16 31 30 29 28 27 26 25 24 23 22 21 20 35 34 33 32 47 46 45 44 43 42 41 40 39 38 37 36
4 5 6 7 8 9 10 11 12 13 14 15 0 1 2 3 20 21 22 23 24 25 26 27 28 29 30 31 16 17 18 19 36 37 38 39 40 41 42 43 44 45 46 47 32 33 34 35
5 4 3 2 1 0 15 14 13 12 11 10 9 8 7 6 21 20 19 18 17 16 31 30 29 28 27 26 25 24 23 22 37 36 35 34 33 32 47 46 45 44 43 42 41 40 39 38
6 7 8 9 10 11 12 13 14 15 0 1 2 3 4 5 22 23 24 25 26 27 28 29 30 31 16 17 18 19 20 21 38 39 40 41 42 43 44 45 46 47 32 33 34 35 36 37
7 6 5 4 3 2 1 0 15 14 13 12 11 10 9 8 23 22 21 20 19 18 17 16 31 30 29 28 27 26 25 24 39 38 37 36 35 34 33 32 47 46 45 44 43 42 41 40
8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39
9 8 7 6 5 4 3 2 1 0 15 14 13 12 11 10 25 24 23 22 21 20 19 18 17 16 31 30 29 28 27 26 41 40 39 38 37 36 35 34 33 32 47 46 45 44 43 42
10 11 12 13 14 15 0 1 2 3 4 5 6 7 8 9 26 27 28 29 30 31 16 17 18 19 20 21 22 23 24 25 42 43 44 45 46 47 32 33 34 35 36 37 38 39 40 41
11 10 9 8 7 6 5 4 3 2 1 0 15 14 13 12 27 26 25 24 23 22 21 20 19 18 17 16 31 30 29 28 43 42 41 40 39 38 37 36 35 34 33 32 47 46 45 44
12 13 14 15 0 1 2 3 4 5 6 7 8 9 10 11 28 29 30 31 16 17 18 19 20 21 22 23 24 25 26 27 44 45 46 47 32 33 34 35 36 37 38 39 40 41 42 43
13 12 11 10 9 8 7 6 5 4 3 2 1 0 15 14 29 28 27 26 25 24 23 22 21 20 19 18 17 16 31 30 45 44 43 42 41 40 39 38 37 36 35 34 33 32 47 46
14 15 0 1 2 3 4 5 6 7 8 9 10 11 12 13 30 31 16 17 18 19 20 21 22 23 24 25 26 27 28 29 46 47 32 33 34 35 36 37 38 39 40 41 42 43 44 45
15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17 16 31 30 29 28 27 26 25 24 23 22 21 20 19 18 33 32 47 46 45 44 43 42 41 40 39 38 37 36 35 34 1 0 15 14 13 12 11 10 9 8 7 6 5 4 3 2
18 19 20 21 22 23 24 25 26 27 28 29 30 31 16 17 34 35 36 37 38 39 40 41 42 43 44 45 46 47 32 33 2 3 4 5 6 7 8 9 10 11 12 13 14 15 0 1
19 18 17 16 31 30 29 28 27 26 25 24 23 22 21 20 35 34 33 32 47 46 45 44 43 42 41 40 39 38 37 36 3 2 1 0 15 14 13 12 11 10 9 8 7 6 5 4
20 21 22 23 24 25 26 27 28 29 30 31 16 17 18 19 36 37 38 39 40 41 42 43 44 45 46 47 32 33 34 35 4 5 6 7 8 9 10 11 12 13 14 15 0 1 2 3
21 20 19 18 17 16 31 30 29 28 27 26 25 24 23 22 37 36 35 34 33 32 47 46 45 44 43 42 41 40 39 38 5 4 3 2 1 0 15 14 13 12 11 10 9 8 7 6
22 23 24 25 26 27 28 29 30 31 16 17 18 19 20 21 38 39 40 41 42 43 44 45 46 47 32 33 34 35 36 37 6 7 8 9 10 11 12 13 14 15 0 1 2 3 4 5
23 22 21 20 19 18 17 16 31 30 29 28 27 26 25 24 39 38 37 36 35 34 33 32 47 46 45 44 43 42 41 40 7 6 5 4 3 2 1 0 15 14 13 12 11 10 9 8
24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7
25 24 23 22 21 20 19 18 17 16 31 30 29 28 27 26 41 40 39 38 37 36 35 34 33 32 47 46 45 44 43 42 9 8 7 6 5 4 3 2 1 0 15 14 13 12 11 10
26 27 28 29 30 31 16 17 18 19 20 21 22 23 24 25 42 43 44 45 46 47 32 33 34 35 36 37 38 39 40 41 10 11 12 13 14 15 0 1 2 3 4 5 6 7 8 9
27 26 25 24 23 22 21 20 19 18 17 16 31 30 29 28 43 42 41 40 39 38 37 36 35 34 33 32 47 46 45 44 11 10 9 8 7 6 5 4 3 2 1 0 15 14 13 12
28 29 30 31 16 17 18 19 20 21 22 23 24 25 26 27 44 45 46 47 32 33 34 35 36 37 38 39 40 41 42 43 12 13 14 15 0 1 2 3 4 5 6 7 8 9 10 11
29 28 27 26 25 24 23 22 21 20 19 18 17 16 31 30 45 44 43 42 41 40 39 38 37 36 35 34 33 32 47 46 13 12 11 10 9 8 7 6 5 4 3 2 1 0 15 14
30 31 16 17 18 19 20 21 22 23 24 25 26 27 28 29 46 47 32 33 34 35 36 37 38 39 40 41 42 43 44 45 14 15 0 1 2 3 4 5 6 7 8 9 10 11 12 13
31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0
32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
33 32 47 46 45 44 43 42 41 40 39 38 37 36 35 34 1 0 15 14 13 12 11 10 9 8 7 6 5 4 3 2 17 16 31 30 29 28 27 26 25 24 23 22 21 20 19 18
34 35 36 37 38 39 40 41 42 43 44 45 46 47 32 33 2 3 4 5 6 7 8 9 10 11 12 13 14 15 0 1 18 19 20 21 22 23 24 25 26 27 28 29 30 31 16 17
35 34 33 32 47 46 45 44 43 42 41 40 39 38 37 36 3 2 1 0 15 14 13 12 11 10 9 8 7 6 5 4 19 18 17 16 31 30 29 28 27 26 25 24 23 22 21 20
36 37 38 39 40 41 42 43 44 45 46 47 32 33 34 35 4 5 6 7 8 9 10 11 12 13 14 15 0 1 2 3 20 21 22 23 24 25 26 27 28 29 30 31 16 17 18 19
37 36 35 34 33 32 47 46 45 44 43 42 41 40 39 38 5 4 3 2 1 0 15 14 13 12 11 10 9 8 7 6 21 20 19 18 17 16 31 30 29 28 27 26 25 24 23 22
38 39 40 41 42 43 44 45 46 47 32 33 34 35 36 37 6 7 8 9 10 11 12 13 14 15 0 1 2 3 4 5 22 23 24 25 26 27 28 29 30 31 16 17 18 19 20 21
39 38 37 36 35 34 33 32 47 46 45 44 43 42 41 40 7 6 5 4 3 2 1 0 15 14 13 12 11 10 9 8 23 22 21 20 19 18 17 16 31 30 29 28 27 26 25 24
40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23
41 40 39 38 37 36 35 34 33 32 47 46 45 44 43 42 9 8 7 6 5 4 3 2 1 0 15 14 13 12 11 10 25 24 23 22 21 20 19 18 17 16 31 30 29 28 27 26
42 43 44 45 46 47 32 33 34 35 36 37 38 39 40 41 10 11 12 13 14 15 0 1 2 3 4 5 6 7 8 9 26 27 28 29 30 31 16 17 18 19 20 21 22 23 24 25
43 42 41 40 39 38 37 36 35 34 33 32 47 46 45 44 11 10 9 8 7 6 5 4 3 2 1 0 15 14 13 12 27 26 25 24 23 22 21 20 19 18 17 16 31 30 29 28
44 45 46 47 32 33 34 35 36 37 38 39 40 41 42 43 12 13 14 15 0 1 2 3 4 5 6 7 8 9 10 11 28 29 30 31 16 17 18 19 20 21 22 23 24 25 26 27
45 44 43 42 41 40 39 38 37 36 35 34 33 32 47 46 13 12 11 10 9 8 7 6 5 4 3 2 1 0 15 14 29 28 27 26 25 24 23 22 21 20 19 18 17 16 31 30
46 47 32 33 34 35 36 37 38 39 40 41 42 43 44 45 14 15 0 1 2 3 4 5 6 7 8 9 10 11 12 13 30 31 16 17 18 19 20 21 22 23 24 25 26 27 28 29
47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16
Z3:D16
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
1 0 15 14 13 12 11 10 9 8 7 6 5 4 3 2 17 16 31 30 29 28 27 26 25 24 23 22 21 20 19 18 33 32 47 46 45 44 43 42 41 40 39 38 37 36 35 34
2 3 4 5 6 7 8 9 10 11 12 13 14 15 0 1 34 35 36 37 38 39 40 41 42 43 44 45 46 47 32 33 18 19 20 21 22 23 24 25 26 27 28 29 30 31 16 17
3 2 1 0 15 14 13 12 11 10 9 8 7 6 5 4 35 34 33 32 47 46 45 44 43 42 41 40 39 38 37 36 19 18 17 16 31 30 29 28 27 26 25 24 23 22 21 20
4 5 6 7 8 9 10 11 12 13 14 15 0 1 2 3 20 21 22 23 24 25 26 27 28 29 30 31 16 17 18 19 36 37 38 39 40 41 42 43 44 45 46 47 32 33 34 35
5 4 3 2 1 0 15 14 13 12 11 10 9 8 7 6 21 20 19 18 17 16 31 30 29 28 27 26 25 24 23 22 37 36 35 34 33 32 47 46 45 44 43 42 41 40 39 38
6 7 8 9 10 11 12 13 14 15 0 1 2 3 4 5 38 39 40 41 42 43 44 45 46 47 32 33 34 35 36 37 22 23 24 25 26 27 28 29 30 31 16 17 18 19 20 21
7 6 5 4 3 2 1 0 15 14 13 12 11 10 9 8 39 38 37 36 35 34 33 32 47 46 45 44 43 42 41 40 23 22 21 20 19 18 17 16 31 30 29 28 27 26 25 24
8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39
9 8 7 6 5 4 3 2 1 0 15 14 13 12 11 10 25 24 23 22 21 20 19 18 17 16 31 30 29 28 27 26 41 40 39 38 37 36 35 34 33 32 47 46 45 44 43 42
10 11 12 13 14 15 0 1 2 3 4 5 6 7 8 9 42 43 44 45 46 47 32 33 34 35 36 37 38 39 40 41 26 27 28 29 30 31 16 17 18 19 20 21 22 23 24 25
11 10 9 8 7 6 5 4 3 2 1 0 15 14 13 12 43 42 41 40 39 38 37 36 35 34 33 32 47 46 45 44 27 26 25 24 23 22 21 20 19 18 17 16 31 30 29 28
12 13 14 15 0 1 2 3 4 5 6 7 8 9 10 11 28 29 30 31 16 17 18 19 20 21 22 23 24 25 26 27 44 45 46 47 32 33 34 35 36 37 38 39 40 41 42 43
13 12 11 10 9 8 7 6 5 4 3 2 1 0 15 14 29 28 27 26 25 24 23 22 21 20 19 18 17 16 31 30 45 44 43 42 41 40 39 38 37 36 35 34 33 32 47 46
14 15 0 1 2 3 4 5 6 7 8 9 10 11 12 13 46 47 32 33 34 35 36 37 38 39 40 41 42 43 44 45 30 31 16 17 18 19 20 21 22 23 24 25 26 27 28 29
15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17 16 31 30 29 28 27 26 25 24 23 22 21 20 19 18 33 32 47 46 45 44 43 42 41 40 39 38 37 36 35 34 1 0 15 14 13 12 11 10 9 8 7 6 5 4 3 2
18 19 20 21 22 23 24 25 26 27 28 29 30 31 16 17 2 3 4 5 6 7 8 9 10 11 12 13 14 15 0 1 34 35 36 37 38 39 40 41 42 43 44 45 46 47 32 33
19 18 17 16 31 30 29 28 27 26 25 24 23 22 21 20 3 2 1 0 15 14 13 12 11 10 9 8 7 6 5 4 35 34 33 32 47 46 45 44 43 42 41 40 39 38 37 36
20 21 22 23 24 25 26 27 28 29 30 31 16 17 18 19 36 37 38 39 40 41 42 43 44 45 46 47 32 33 34 35 4 5 6 7 8 9 10 11 12 13 14 15 0 1 2 3
21 20 19 18 17 16 31 30 29 28 27 26 25 24 23 22 37 36 35 34 33 32 47 46 45 44 43 42 41 40 39 38 5 4 3 2 1 0 15 14 13 12 11 10 9 8 7 6
22 23 24 25 26 27 28 29 30 31 16 17 18 19 20 21 6 7 8 9 10 11 12 13 14 15 0 1 2 3 4 5 38 39 40 41 42 43 44 45 46 47 32 33 34 35 36 37
23 22 21 20 19 18 17 16 31 30 29 28 27 26 25 24 7 6 5 4 3 2 1 0 15 14 13 12 11 10 9 8 39 38 37 36 35 34 33 32 47 46 45 44 43 42 41 40
24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7
25 24 23 22 21 20 19 18 17 16 31 30 29 28 27 26 41 40 39 38 37 36 35 34 33 32 47 46 45 44 43 42 9 8 7 6 5 4 3 2 1 0 15 14 13 12 11 10
26 27 28 29 30 31 16 17 18 19 20 21 22 23 24 25 10 11 12 13 14 15 0 1 2 3 4 5 6 7 8 9 42 43 44 45 46 47 32 33 34 35 36 37 38 39 40 41
27 26 25 24 23 22 21 20 19 18 17 16 31 30 29 28 11 10 9 8 7 6 5 4 3 2 1 0 15 14 13 12 43 42 41 40 39 38 37 36 35 34 33 32 47 46 45 44
28 29 30 31 16 17 18 19 20 21 22 23 24 25 26 27 44 45 46 47 32 33 34 35 36 37 38 39 40 41 42 43 12 13 14 15 0 1 2 3 4 5 6 7 8 9 10 11
29 28 27 26 25 24 23 22 21 20 19 18 17 16 31 30 45 44 43 42 41 40 39 38 37 36 35 34 33 32 47 46 13 12 11 10 9 8 7 6 5 4 3 2 1 0 15 14
30 31 16 17 18 19 20 21 22 23 24 25 26 27 28 29 14 15 0 1 2 3 4 5 6 7 8 9 10 11 12 13 46 47 32 33 34 35 36 37 38 39 40 41 42 43 44 45
31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32
32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
33 32 47 46 45 44 43 42 41 40 39 38 37 36 35 34 1 0 15 14 13 12 11 10 9 8 7 6 5 4 3 2 17 16 31 30 29 28 27 26 25 24 23 22 21 20 19 18
34 35 36 37 38 39 40 41 42 43 44 45 46 47 32 33 18 19 20 21 22 23 24 25 26 27 28 29 30 31 16 17 2 3 4 5 6 7 8 9 10 11 12 13 14 15 0 1
35 34 33 32 47 46 45 44 43 42 41 40 39 38 37 36 19 18 17 16 31 30 29 28 27 26 25 24 23 22 21 20 3 2 1 0 15 14 13 12 11 10 9 8 7 6 5 4
36 37 38 39 40 41 42 43 44 45 46 47 32 33 34 35 4 5 6 7 8 9 10 11 12 13 14 15 0 1 2 3 20 21 22 23 24 25 26 27 28 29 30 31 16 17 18 19
37 36 35 34 33 32 47 46 45 44 43 42 41 40 39 38 5 4 3 2 1 0 15 14 13 12 11 10 9 8 7 6 21 20 19 18 17 16 31 30 29 28 27 26 25 24 23 22
38 39 40 41 42 43 44 45 46 47 32 33 34 35 36 37 22 23 24 25 26 27 28 29 30 31 16 17 18 19 20 21 6 7 8 9 10 11 12 13 14 15 0 1 2 3 4 5
39 38 37 36 35 34 33 32 47 46 45 44 43 42 41 40 23 22 21 20 19 18 17 16 31 30 29 28 27 26 25 24 7 6 5 4 3 2 1 0 15 14 13 12 11 10 9 8
40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23
41 40 39 38 37 36 35 34 33 32 47 46 45 44 43 42 9 8 7 6 5 4 3 2 1 0 15 14 13 12 11 10 25 24 23 22 21 20 19 18 17 16 31 30 29 28 27 26
42 43 44 45 46 47 32 33 34 35 36 37 38 39 40 41 26 27 28 29 30 31 16 17 18 19 20 21 22 23 24 25 10 11 12 13 14 15 0 1 2 3 4 5 6 7 8 9
43 42 41 40 39 38 37 36 35 34 33 32 47 46 45 44 27 26 25 24 23 22 21 20 19 18 17 16 31 30 29 28 11 10 9 8 7 6 5 4 3 2 1 0 15 14 13 12
44 45 46 47 32 33 34 35 36 37 38 39 40 41 42 43 12 13 14 15 0 1 2 3 4 5 6 7 8 9 10 11 28 29 30 31 16 17 18 19 20 21 22 23 24 25 26 27
45 44 43 42 41 40 39 38 37 36 35 34 33 32 47 46 13 12 11 10 9 8 7 6 5 4 3 2 1 0 15 14 29 28 27 26 25 24 23 22 21 20 19 18 17 16 31 30
46 47 32 33 34 35 36 37 38 39 40 41 42 43 44 45 30 31 16 17 18 19 20 21 22 23 24 25 26 27 28 29 14 15 0 1 2 3 4 5 6 7 8 9 10 11 12 13
47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0
Z3:Dic4
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
1 8 15 6 13 4 11 2 9 0 7 14 5 12 3 10 17 24 31 22 29 20 27 18 25 16 23 30 21 28 19 26 33 40 47 38 45 36 43 34 41 32 39 46 37 44 35 42
2 3 4 5 6 7 8 9 10 11 12 13 14 15 0 1 18 19 20 21 22 23 24 25 26 27 28 29 30 31 16 17 34 35 36 37 38 39 40 41 42 43 44 45 46 47 32 33
3 10 1 8 15 6 13 4 11 2 9 0 7 14 5 12 19 26 17 24 31 22 29 20 27 18 25 16 23 30 21 28 35 42 33 40 47 38 45 36 43 34 41 32 39 46 37 44
4 5 6 7 8 9 10 11 12 13 14 15 0 1 2 3 20 21 22 23 24 25 26 27 28 29 30 31 16 17 18 19 36 37 38 39 40 41 42 43 44 45 46 47 32 33 34 35
5 12 3 10 1 8 15 6 13 4 11 2 9 0 7 14 21 28 19 26 17 24 31 22 29 20 27 18 25 16 23 30 37 44 35 42 33 40 47 38 45 36 43 34 41 32 39 46
6 7 8 9 10 11 12 13 14 15 0 1 2 3 4 5 22 23 24 25 26 27 28 29 30 31 16 17 18 19 20 21 38 39 40 41 42 43 44 45 46 47 32 33 34 35 36 37
7 14 5 12 3 10 1 8 15 6 13 4 11 2 9 0 23 30 21 28 19 26 17 24 31 22 29 20 27 18 25 16 39 46 37 44 35 42 33 40 47 38 45 36 43 34 41 32
8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39
