2 99
Z9xZ11
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98
69 70 71 72 73 74 75 76 66 67 68 80 81 82 83 84 85 86 87 77 78 79 91 92 93 94 95 96 97 98 88 89 90 3 4 5 6 7 8 9 10 0 1 2 14 15 16 17 18 19 20 21 11 12 13 25 26 27 28 29 30 31 32 22 23 24 36 37 38 39 40 41 42 43 33 34 35 47 48 49 50 51 52 53 54 44 45 46 58 59 60 61 62 63 64 65 55 56 57
70 71 72 73 74 75 76 66 67 68 69 81 82 83 84 85 86 87 77 78 79 80 92 93 94 95 96 97 98 88 89 90 91 4 5 6 7 8 9 10 0 1 2 3 15 16 17 18 19 20 21 11 12 13 14 26 27 28 29 30 31 32 22 23 24 25 37 38 39 40 41 42 43 33 34 35 36 48 49 50 51 52 53 54 44 45 46 47 59 60 61 62 63 64 65 55 56 57 58
71 72 73 74 75 76 66 67 68 69 70 82 83 84 85 86 87 77 78 79 80 81 93 94 95 96 97 98 88 89 90 91 92 5 6 7 8 9 10 0 1 2 3 4 16 17 18 19 20 21 11 12 13 14 15 27 28 29 30 31 32 22 23 24 25 26 38 39 40 41 42 43 33 34 35 36 37 49 50 51 52 53 54 44 45 46 47 48 60 61 62 63 64 65 55 56 57 58 59
72 73 74 75 76 66 67 68 69 70 71 83 84 85 86 87 77 78 79 80 81 82 94 95 96 97 98 88 89 90 91 92 93 6 7 8 9 10 0 1 2 3 4 5 17 18 19 20 21 11 12 13 14 15 16 28 29 30 31 32 22 23 24 25 26 27 39 40 41 42 43 33 34 35 36 37 38 50 51 52 53 54 44 45 46 47 48 49 61 62 63 64 65 55 56 57 58 59 60
73 74 75 76 66 67 68 69 70 71 72 84 85 86 87 77 78 79 80 81 82 83 95 96 97 98 88 89 90 91 92 93 94 7 8 9 10 0 1 2 3 4 5 6 18 19 20 21 11 12 13 14 15 16 17 29 30 31 32 22 23 24 25 26 27 28 40 41 42 43 33 34 35 36 37 38 39 51 52 53 54 44 45 46 47 48 49 50 62 63 64 65 55 56 57 58 59 60 61
74 75 76 66 67 68 69 70 71 72 73 85 86 87 77 78 79 80 81 82 83 84 96 97 98 88 89 90 91 92 93 94 95 8 9 10 0 1 2 3 4 5 6 7 19 20 21 11 12 13 14 15 16 17 18 30 31 32 22 23 24 25 26 27 28 29 41 42 43 33 34 35 36 37 38 39 40 52 53 54 44 45 46 47 48 49 50 51 63 64 65 55 56 57 58 59 60 61 62
75 76 66 67 68 69 70 71 72 73 74 86 87 77 78 79 80 81 82 83 84 85 97 98 88 89 90 91 92 93 94 95 96 9 10 0 1 2 3 4 5 6 7 8 20 21 11 12 13 14 15 16 17 18 19 31 32 22 23 24 25 26 27 28 29 30 42 43 33 34 35 36 37 38 39 40 41 53 54 44 45 46 47 48 49 50 51 52 64 65 55 56 57 58 59 60 61 62 63
76 66 67 68 69 70 71 72 73 74 75 87 77 78 79 80 81 82 83 84 85 86 98 88 89 90 91 92 93 94 95 96 97 10 0 1 2 3 4 5 6 7 8 9 21 11 12 13 14 15 16 17 18 19 20 32 22 23 24 25 26 27 28 29 30 31 43 33 34 35 36 37 38 39 40 41 42 54 44 45 46 47 48 49 50 51 52 53 65 55 56 57 58 59 60 61 62 63 64
77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76
78 79 80 81 82 83 84 85 86 87 77 89 90 91 92 93 94 95 96 97 98 88 1 2 3 4 5 6 7 8 9 10 0 12 13 14 15 16 17 18 19 20 21 11 23 24 25 26 27 28 29 30 31 32 22 34 35 36 37 38 39 40 41 42 43 33 45 46 47 48 49 50 51 52 53 54 44 56 57 58 59 60 61 62 63 64 65 55 67 68 69 70 71 72 73 74 75 76 66
79 80 81 82 83 84 85 86 87 77 78 90 91 92 93 94 95 96 97 98 88 89 2 3 4 5 6 7 8 9 10 0 1 13 14 15 16 17 18 19 20 21 11 12 24 25 26 27 28 29 30 31 32 22 23 35 36 37 38 39 40 41 42 43 33 34 46 47 48 49 50 51 52 53 54 44 45 57 58 59 60 61 62 63 64 65 55 56 68 69 70 71 72 73 74 75 76 66 67
80 81 82 83 84 85 86 87 77 78 79 91 92 93 94 95 96 97 98 88 89 90 3 4 5 6 7 8 9 10 0 1 2 14 15 16 17 18 19 20 21 11 12 13 25 26 27 28 29 30 31 32 22 23 24 36 37 38 39 40 41 42 43 33 34 35 47 48 49 50 51 52 53 54 44 45 46 58 59 60 61 62 63 64 65 55 56 57 69 70 71 72 73 74 75 76 66 67 68
81 82 83 84 85 86 87 77 78 79 80 92 93 94 95 96 97 98 88 89 90 91 4 5 6 7 8 9 10 0 1 2 3 15 16 17 18 19 20 21 11 12 13 14 26 27 28 29 30 31 32 22 23 24 25 37 38 39 40 41 42 43 33 34 35 36 48 49 50 51 52 53 54 44 45 46 47 59 60 61 62 63 64 65 55 56 57 58 70 71 72 73 74 75 76 66 67 68 69
82 83 84 85 86 87 77 78 79 80 81 93 94 95 96 97 98 88 89 90 91 92 5 6 7 8 9 10 0 1 2 3 4 16 17 18 19 20 21 11 12 13 14 15 27 28 29 30 31 32 22 23 24 25 26 38 39 40 41 42 43 33 34 35 36 37 49 50 51 52 53 54 44 45 46 47 48 60 61 62 63 64 65 55 56 57 58 59 71 72 73 74 75 76 66 67 68 69 70
83 84 85 86 87 77 78 79 80 81 82 94 95 96 97 98 88 89 90 91 92 93 6 7 8 9 10 0 1 2 3 4 5 17 18 19 20 21 11 12 13 14 15 16 28 29 30 31 32 22 23 24 25 26 27 39 40 41 42 43 33 34 35 36 37 38 50 51 52 53 54 44 45 46 47 48 49 61 62 63 64 65 55 56 57 58 59 60 72 73 74 75 76 66 67 68 69 70 71
84 85 86 87 77 78 79 80 81 82 83 95 96 97 98 88 89 90 91 92 93 94 7 8 9 10 0 1 2 3 4 5 6 18 19 20 21 11 12 13 14 15 16 17 29 30 31 32 22 23 24 25 26 27 28 40 41 42 43 33 34 35 36 37 38 39 51 52 53 54 44 45 46 47 48 49 50 62 63 64 65 55 56 57 58 59 60 61 73 74 75 76 66 67 68 69 70 71 72
85 86 87 77 78 79 80 81 82 83 84 96 97 98 88 89 90 91 92 93 94 95 8 9 10 0 1 2 3 4 5 6 7 19 20 21 11 12 13 14 15 16 17 18 30 31 32 22 23 24 25 26 27 28 29 41 42 43 33 34 35 36 37 38 39 40 52 53 54 44 45 46 47 48 49 50 51 63 64 65 55 56 57 58 59 60 61 62 74 75 76 66 67 68 69 70 71 72 73
86 87 77 78 79 80 81 82 83 84 85 97 98 88 89 90 91 92 93 94 95 96 9 10 0 1 2 3 4 5 6 7 8 20 21 11 12 13 14 15 16 17 18 19 31 32 22 23 24 25 26 27 28 29 30 42 43 33 34 35 36 37 38 39 40 41 53 54 44 45 46 47 48 49 50 51 52 64 65 55 56 57 58 59 60 61 62 63 75 76 66 67 68 69 70 71 72 73 74
87 77 78 79 80 81 82 83 84 85 86 98 88 89 90 91 92 93 94 95 96 97 10 0 1 2 3 4 5 6 7 8 9 21 11 12 13 14 15 16 17 18 19 20 32 22 23 24 25 26 27 28 29 30 31 43 33 34 35 36 37 38 39 40 41 42 54 44 45 46 47 48 49 50 51 52 53 65 55 56 57 58 59 60 61 62 63 64 76 66 67 68 69 70 71 72 73 74 75
88 89 90 91 92 93 94 95 96 97 98 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87
89 90 91 92 93 94 95 96 97 98 88 1 2 3 4 5 6 7 8 9 10 0 12 13 14 15 16 17 18 19 20 21 11 23 24 25 26 27 28 29 30 31 32 22 34 35 36 37 38 39 40 41 42 43 33 45 46 47 48 49 50 51 52 53 54 44 56 57 58 59 60 61 62 63 64 65 55 67 68 69 70 71 72 73 74 75 76 66 78 79 80 81 82 83 84 85 86 87 77
90 91 92 93 94 95 96 97 98 88 89 2 3 4 5 6 7 8 9 10 0 1 13 14 15 16 17 18 19 20 21 11 12 24 25 26 27 28 29 30 31 32 22 23 35 36 37 38 39 40 41 42 43 33 34 46 47 48 49 50 51 52 53 54 44 45 57 58 59 60 61 62 63 64 65 55 56 68 69 70 71 72 73 74 75 76 66 67 79 80 81 82 83 84 85 86 87 77 78
91 92 93 94 95 96 97 98 88 89 90 3 4 5 6 7 8 9 10 0 1 2 14 15 16 17 18 19 20 21 11 12 13 25 26 27 28 29 30 31 32 22 23 24 36 37 38 39 40 41 42 43 33 34 35 47 48 49 50 51 52 53 54 44 45 46 58 59 60 61 62 63 64 65 55 56 57 69 70 71 72 73 74 75 76 66 67 68 80 81 82 83 84 85 86 87 77 78 79
92 93 94 95 96 97 98 88 89 90 91 4 5 6 7 8 9 10 0 1 2 3 15 16 17 18 19 20 21 11 12 13 14 26 27 28 29 30 31 32 22 23 24 25 37 38 39 40 41 42 43 33 34 35 36 48 49 50 51 52 53 54 44 45 46 47 59 60 61 62 63 64 65 55 56 57 58 70 71 72 73 74 75 76 66 67 68 69 81 82 83 84 85 86 87 77 78 79 80
93 94 95 96 97 98 88 89 90 91 92 5 6 7 8 9 10 0 1 2 3 4 16 17 18 19 20 21 11 12 13 14 15 27 28 29 30 31 32 22 23 24 25 26 38 39 40 41 42 43 33 34 35 36 37 49 50 51 52 53 54 44 45 46 47 48 60 61 62 63 64 65 55 56 57 58 59 71 72 73 74 75 76 66 67 68 69 70 82 83 84 85 86 87 77 78 79 80 81
94 95 96 97 98 88 89 90 91 92 93 6 7 8 9 10 0 1 2 3 4 5 17 18 19 20 21 11 12 13 14 15 16 28 29 30 31 32 22 23 24 25 26 27 39 40 41 42 43 33 34 35 36 37 38 50 51 52 53 54 44 45 46 47 48 49 61 62 63 64 65 55 56 57 58 59 60 72 73 74 75 76 66 67 68 69 70 71 83 84 85 86 87 77 78 79 80 81 82
95 96 97 98 88 89 90 91 92 93 94 7 8 9 10 0 1 2 3 4 5 6 18 19 20 21 11 12 13 14 15 16 17 29 30 31 32 22 23 24 25 26 27 28 40 41 42 43 33 34 35 36 37 38 39 51 52 53 54 44 45 46 47 48 49 50 62 63 64 65 55 56 57 58 59 60 61 73 74 75 76 66 67 68 69 70 71 72 84 85 86 87 77 78 79 80 81 82 83
96 97 98 88 89 90 91 92 93 94 95 8 9 10 0 1 2 3 4 5 6 7 19 20 21 11 12 13 14 15 16 17 18 30 31 32 22 23 24 25 26 27 28 29 41 42 43 33 34 35 36 37 38 39 40 52 53 54 44 45 46 47 48 49 50 51 63 64 65 55 56 57 58 59 60 61 62 74 75 76 66 67 68 69 70 71 72 73 85 86 87 77 78 79 80 81 82 83 84
97 98 88 89 90 91 92 93 94 95 96 9 10 0 1 2 3 4 5 6 7 8 20 21 11 12 13 14 15 16 17 18 19 31 32 22 23 24 25 26 27 28 29 30 42 43 33 34 35 36 37 38 39 40 41 53 54 44 45 46 47 48 49 50 51 52 64 65 55 56 57 58 59 60 61 62 63 75 76 66 67 68 69 70 71 72 73 74 86 87 77 78 79 80 81 82 83 84 85
98 88 89 90 91 92 93 94 95 96 97 10 0 1 2 3 4 5 6 7 8 9 21 11 12 13 14 15 16 17 18 19 20 32 22 23 24 25 26 27 28 29 30 31 43 33 34 35 36 37 38 39 40 41 42 54 44 45 46 47 48 49 50 51 52 53 65 55 56 57 58 59 60 61 62 63 64 76 66 67 68 69 70 71 72 73 74 75 87 77 78 79 80 81 82 83 84 85 86
Z3xZ3xZ11
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98
1 2 3 4 5 6 7 8 9 10 0 12 13 14 15 16 17 18 19 20 21 11 23 24 25 26 27 28 29 30 31 32 22 34 35 36 37 38 39 40 41 42 43 33 45 46 47 48 49 50 51 52 53 54 44 56 57 58 59 60 61 62 63 64 65 55 67 68 69 70 71 72 73 74 75 76 66 78 79 80 81 82 83 84 85 86 87 77 89 90 91 92 93 94 95 96 97 98 88
2 3 4 5 6 7 8 9 10 0 1 13 14 15 16 17 18 19 20 21 11 12 24 25 26 27 28 29 30 31 32 22 23 35 36 37 38 39 40 41 42 43 33 34 46 47 48 49 50 51 52 53 54 44 45 57 58 59 60 61 62 63 64 65 55 56 68 69 70 71 72 73 74 75 76 66 67 79 80 81 82 83 84 85 86 87 77 78 90 91 92 93 94 95 96 97 98 88 89
3 4 5 6 7 8 9 10 0 1 2 14 15 16 17 18 19 20 21 11 12 13 25 26 27 28 29 30 31 32 22 23 24 36 37 38 39 40 41 42 43 33 34 35 47 48 49 50 51 52 53 54 44 45 46 58 59 60 61 62 63 64 65 55 56 57 69 70 71 72 73 74 75 76 66 67 68 80 81 82 83 84 85 86 87 77 78 79 91 92 93 94 95 96 97 98 88 89 90
4 5 6 7 8 9 10 0 1 2 3 15 16 17 18 19 20 21 11 12 13 14 26 27 28 29 30 31 32 22 23 24 25 37 38 39 40 41 42 43 33 34 35 36 48 49 50 51 52 53 54 44 45 46 47 59 60 61 62 63 64 65 55 56 57 58 70 71 72 73 74 75 76 66 67 68 69 81 82 83 84 85 86 87 77 78 79 80 92 93 94 95 96 97 98 88 89 90 91
5 6 7 8 9 10 0 1 2 3 4 16 17 18 19 20 21 11 12 13 14 15 27 28 29 30 31 32 22 23 24 25 26 38 39 40 41 42 43 33 34 35 36 37 49 50 51 52 53 54 44 45 46 47 48 60 61 62 63 64 65 55 56 57 58 59 71 72 73 74 75 76 66 67 68 69 70 82 83 84 85 86 87 77 78 79 80 81 93 94 95 96 97 98 88 89 90 91 92
6 7 8 9 10 0 1 2 3 4 5 17 18 19 20 21 11 12 13 14 15 16 28 29 30 31 32 22 23 24 25 26 27 39 40 41 42 43 33 34 35 36 37 38 50 51 52 53 54 44 45 46 47 48 49 61 62 63 64 65 55 56 57 58 59 60 72 73 74 75 76 66 67 68 69 70 71 83 84 85 86 87 77 78 79 80 81 82 94 95 96 97 98 88 89 90 91 92 93
7 8 9 10 0 1 2 3 4 5 6 18 19 20 21 11 12 13 14 15 16 17 29 30 31 32 22 23 24 25 26 27 28 40 41 42 43 33 34 35 36 37 38 39 51 52 53 54 44 45 46 47 48 49 50 62 63 64 65 55 56 57 58 59 60 61 73 74 75 76 66 67 68 69 70 71 72 84 85 86 87 77 78 79 80 81 82 83 95 96 97 98 88 89 90 91 92 93 94
8 9 10 0 1 2 3 4 5 6 7 19 20 21 11 12 13 14 15 16 17 18 30 31 32 22 23 24 25 26 27 28 29 41 42 43 33 34 35 36 37 38 39 40 52 53 54 44 45 46 47 48 49 50 51 63 64 65 55 56 57 58 59 60 61 62 74 75 76 66 67 68 69 70 71 72 73 85 86 87 77 78 79 80 81 82 83 84 96 97 98 88 89 90 91 92 93 94 95
9 10 0 1 2 3 4 5 6 7 8 20 21 11 12 13 14 15 16 17 18 19 31 32 22 23 24 25 26 27 28 29 30 42 43 33 34 35 36 37 38 39 40 41 53 54 44 45 46 47 48 49 50 51 52 64 65 55 56 57 58 59 60 61 62 63 75 76 66 67 68 69 70 71 72 73 74 86 87 77 78 79 80 81 82 83 84 85 97 98 88 89 90 91 92 93 94 95 96
10 0 1 2 3 4 5 6 7 8 9 21 11 12 13 14 15 16 17 18 19 20 32 22 23 24 25 26 27 28 29 30 31 43 33 34 35 36 37 38 39 40 41 42 54 44 45 46 47 48 49 50 51 52 53 65 55 56 57 58 59 60 61 62 63 64 76 66 67 68 69 70 71 72 73 74 75 87 77 78 79 80 81 82 83 84 85 86 98 88 89 90 91 92 93 94 95 96 97
11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 0 1 2 3 4 5 6 7 8 9 10 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 33 34 35 36 37 38 39 40 41 42 43 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 66 67 68 69 70 71 72 73 74 75 76
12 13 14 15 16 17 18 19 20 21 11 23 24 25 26 27 28 29 30 31 32 22 1 2 3 4 5 6 7 8 9 10 0 45 46 47 48 49 50 51 52 53 54 44 56 57 58 59 60 61 62 63 64 65 55 34 35 36 37 38 39 40 41 42 43 33 78 79 80 81 82 83 84 85 86 87 77 89 90 91 92 93 94 95 96 97 98 88 67 68 69 70 71 72 73 74 75 76 66
13 14 15 16 17 18 19 20 21 11 12 24 25 26 27 28 29 30 31 32 22 23 2 3 4 5 6 7 8 9 10 0 1 46 47 48 49 50 51 52 53 54 44 45 57 58 59 60 61 62 63 64 65 55 56 35 36 37 38 39 40 41 42 43 33 34 79 80 81 82 83 84 85 86 87 77 78 90 91 92 93 94 95 96 97 98 88 89 68 69 70 71 72 73 74 75 76 66 67
14 15 16 17 18 19 20 21 11 12 13 25 26 27 28 29 30 31 32 22 23 24 3 4 5 6 7 8 9 10 0 1 2 47 48 49 50 51 52 53 54 44 45 46 58 59 60 61 62 63 64 65 55 56 57 36 37 38 39 40 41 42 43 33 34 35 80 81 82 83 84 85 86 87 77 78 79 91 92 93 94 95 96 97 98 88 89 90 69 70 71 72 73 74 75 76 66 67 68
15 16 17 18 19 20 21 11 12 13 14 26 27 28 29 30 31 32 22 23 24 25 4 5 6 7 8 9 10 0 1 2 3 48 49 50 51 52 53 54 44 45 46 47 59 60 61 62 63 64 65 55 56 57 58 37 38 39 40 41 42 43 33 34 35 36 81 82 83 84 85 86 87 77 78 79 80 92 93 94 95 96 97 98 88 89 90 91 70 71 72 73 74 75 76 66 67 68 69
16 17 18 19 20 21 11 12 13 14 15 27 28 29 30 31 32 22 23 24 25 26 5 6 7 8 9 10 0 1 2 3 4 49 50 51 52 53 54 44 45 46 47 48 60 61 62 63 64 65 55 56 57 58 59 38 39 40 41 42 43 33 34 35 36 37 82 83 84 85 86 87 77 78 79 80 81 93 94 95 96 97 98 88 89 90 91 92 71 72 73 74 75 76 66 67 68 69 70
17 18 19 20 21 11 12 13 14 15 16 28 29 30 31 32 22 23 24 25 26 27 6 7 8 9 10 0 1 2 3 4 5 50 51 52 53 54 44 45 46 47 48 49 61 62 63 64 65 55 56 57 58 59 60 39 40 41 42 43 33 34 35 36 37 38 83 84 85 86 87 77 78 79 80 81 82 94 95 96 97 98 88 89 90 91 92 93 72 73 74 75 76 66 67 68 69 70 71
18 19 20 21 11 12 13 14 15 16 17 29 30 31 32 22 23 24 25 26 27 28 7 8 9 10 0 1 2 3 4 5 6 51 52 53 54 44 45 46 47 48 49 50 62 63 64 65 55 56 57 58 59 60 61 40 41 42 43 33 34 35 36 37 38 39 84 85 86 87 77 78 79 80 81 82 83 95 96 97 98 88 89 90 91 92 93 94 73 74 75 76 66 67 68 69 70 71 72
19 20 21 11 12 13 14 15 16 17 18 30 31 32 22 23 24 25 26 27 28 29 8 9 10 0 1 2 3 4 5 6 7 52 53 54 44 45 46 47 48 49 50 51 63 64 65 55 56 57 58 59 60 61 62 41 42 43 33 34 35 36 37 38 39 40 85 86 87 77 78 79 80 81 82 83 84 96 97 98 88 89 90 91 92 93 94 95 74 75 76 66 67 68 69 70 71 72 73
20 21 11 12 13 14 15 16 17 18 19 31 32 22 23 24 25 26 27 28 29 30 9 10 0 1 2 3 4 5 6 7 8 53 54 44 45 46 47 48 49 50 51 52 64 65 55 56 57 58 59 60 61 62 63 42 43 33 34 35 36 37 38 39 40 41 86 87 77 78 79 80 81 82 83 84 85 97 98 88 89 90 91 92 93 94 95 96 75 76 66 67 68 69 70 71 72 73 74
21 11 12 13 14 15 16 17 18 19 20 32 22 23 24 25 26 27 28 29 30 31 10 0 1 2 3 4 5 6 7 8 9 54 44 45 46 47 48 49 50 51 52 53 65 55 56 57 58 59 60 61 62 63 64 43 33 34 35 36 37 38 39 40 41 42 87 77 78 79 80 81 82 83 84 85 86 98 88 89 90 91 92 93 94 95 96 97 76 66 67 68 69 70 71 72 73 74 75
22 23 24 25 26 27 28 29 30 31 32 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 55 56 57 58 59 60 61 62 63 64 65 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 88 89 90 91 92 93 94 95 96 97 98 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87
23 24 25 26 27 28 29 30 31 32 22 1 2 3 4 5 6 7 8 9 10 0 12 13 14 15 16 17 18 19 20 21 11 56 57 58 59 60 61 62 63 64 65 55 34 35 36 37 38 39 40 41 42 43 33 45 46 47 48 49 50 51 52 53 54 44 89 90 91 92 93 94 95 96 97 98 88 67 68 69 70 71 72 73 74 75 76 66 78 79 80 81 82 83 84 85 86 87 77
24 25 26 27 28 29 30 31 32 22 23 2 3 4 5 6 7 8 9 10 0 1 13 14 15 16 17 18 19 20 21 11 12 57 58 59 60 61 62 63 64 65 55 56 35 36 37 38 39 40 41 42 43 33 34 46 47 48 49 50 51 52 53 54 44 45 90 91 92 93 94 95 96 97 98 88 89 68 69 70 71 72 73 74 75 76 66 67 79 80 81 82 83 84 85 86 87 77 78
25 26 27 28 29 30 31 32 22 23 24 3 4 5 6 7 8 9 10 0 1 2 14 15 16 17 18 19 20 21 11 12 13 58 59 60 61 62 63 64 65 55 56 57 36 37 38 39 40 41 42 43 33 34 35 47 48 49 50 51 52 53 54 44 45 46 91 92 93 94 95 96 97 98 88 89 90 69 70 71 72 73 74 75 76 66 67 68 80 81 82 83 84 85 86 87 77 78 79
26 27 28 29 30 31 32 22 23 24 25 4 5 6 7 8 9 10 0 1 2 3 15 16 17 18 19 20 21 11 12 13 14 59 60 61 62 63 64 65 55 56 57 58 37 38 39 40 41 42 43 33 34 35 36 48 49 50 51 52 53 54 44 45 46 47 92 93 94 95 96 97 98 88 89 90 91 70 71 72 73 74 75 76 66 67 68 69 81 82 83 84 85 86 87 77 78 79 80
27 28 29 30 31 32 22 23 24 25 26 5 6 7 8 9 10 0 1 2 3 4 16 17 18 19 20 21 11 12 13 14 15 60 61 62 63 64 65 55 56 57 58 59 38 39 40 41 42 43 33 34 35 36 37 49 50 51 52 53 54 44 45 46 47 48 93 94 95 96 97 98 88 89 90 91 92 71 72 73 74 75 76 66 67 68 69 70 82 83 84 85 86 87 77 78 79 80 81
28 29 30 31 32 22 23 24 25 26 27 6 7 8 9 10 0 1 2 3 4 5 17 18 19 20 21 11 12 13 14 15 16 61 62 63 64 65 55 56 57 58 59 60 39 40 41 42 43 33 34 35 36 37 38 50 51 52 53 54 44 45 46 47 48 49 94 95 96 97 98 88 89 90 91 92 93 72 73 74 75 76 66 67 68 69 70 71 83 84 85 86 87 77 78 79 80 81 82
29 30 31 32 22 23 24 25 26 27 28 7 8 9 10 0 1 2 3 4 5 6 18 19 20 21 11 12 13 14 15 16 17 62 63 64 65 55 56 57 58 59 60 61 40 41 42 43 33 34 35 36 37 38 39 51 52 53 54 44 45 46 47 48 49 50 95 96 97 98 88 89 90 91 92 93 94 73 74 75 76 66 67 68 69 70 71 72 84 85 86 87 77 78 79 80 81 82 83
30 31 32 22 23 24 25 26 27 28 29 8 9 10 0 1 2 3 4 5 6 7 19 20 21 11 12 13 14 15 16 17 18 63 64 65 55 56 57 58 59 60 61 62 41 42 43 33 34 35 36 37 38 39 40 52 53 54 44 45 46 47 48 49 50 51 96 97 98 88 89 90 91 92 93 94 95 74 75 76 66 67 68 69 70 71 72 73 85 86 87 77 78 79 80 81 82 83 84
31 32 22 23 24 25 26 27 28 29 30 9 10 0 1 2 3 4 5 6 7 8 20 21 11 12 13 14 15 16 17 18 19 64 65 55 56 57 58 59 60 61 62 63 42 43 33 34 35 36 37 38 39 40 41 53 54 44 45 46 47 48 49 50 51 52 97 98 88 89 90 91 92 93 94 95 96 75 76 66 67 68 69 70 71 72 73 74 86 87 77 78 79 80 81 82 83 84 85
32 22 23 24 25 26 27 28 29 30 31 10 0 1 2 3 4 5 6 7 8 9 21 11 12 13 14 15 16 17 18 19 20 65 55 56 57 58 59 60 61 62 63 64 43 33 34 35 36 37 38 39 40 41 42 54 44 45 46 47 48 49 50 51 52 53 98 88 89 90 91 92 93 94 95 96 97 76 66 67 68 69 70 71 72 73 74 75 87 77 78 79 80 81 82 83 84 85 86
33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32
34 35 36 37 38 39 40 41 42 43 33 45 46 47 48 49 50 51 52 53 54 44 56 57 58 59 60 61 62 63 64 65 55 67 68 69 70 71 72 73 74 75 76 66 78 79 80 81 82 83 84 85 86 87 77 89 90 91 92 93 94 95 96 97 98 88 1 2 3 4 5 6 7 8 9 10 0 12 13 14 15 16 17 18 19 20 21 11 23 24 25 26 27 28 29 30 31 32 22
35 36 37 38 39 40 41 42 43 33 34 46 47 48 49 50 51 52 53 54 44 45 57 58 59 60 61 62 63 64 65 55 56 68 69 70 71 72 73 74 75 76 66 67 79 80 81 82 83 84 85 86 87 77 78 90 91 92 93 94 95 96 97 98 88 89 2 3 4 5 6 7 8 9 10 0 1 13 14 15 16 17 18 19 20 21 11 12 24 25 26 27 28 29 30 31 32 22 23
36 37 38 39 40 41 42 43 33 34 35 47 48 49 50 51 52 53 54 44 45 46 58 59 60 61 62 63 64 65 55 56 57 69 70 71 72 73 74 75 76 66 67 68 80 81 82 83 84 85 86 87 77 78 79 91 92 93 94 95 96 97 98 88 89 90 3 4 5 6 7 8 9 10 0 1 2 14 15 16 17 18 19 20 21 11 12 13 25 26 27 28 29 30 31 32 22 23 24
37 38 39 40 41 42 43 33 34 35 36 48 49 50 51 52 53 54 44 45 46 47 59 60 61 62 63 64 65 55 56 57 58 70 71 72 73 74 75 76 66 67 68 69 81 82 83 84 85 86 87 77 78 79 80 92 93 94 95 96 97 98 88 89 90 91 4 5 6 7 8 9 10 0 1 2 3 15 16 17 18 19 20 21 11 12 13 14 26 27 28 29 30 31 32 22 23 24 25
38 39 40 41 42 43 33 34 35 36 37 49 50 51 52 53 54 44 45 46 47 48 60 61 62 63 64 65 55 56 57 58 59 71 72 73 74 75 76 66 67 68 69 70 82 83 84 85 86 87 77 78 79 80 81 93 94 95 96 97 98 88 89 90 91 92 5 6 7 8 9 10 0 1 2 3 4 16 17 18 19 20 21 11 12 13 14 15 27 28 29 30 31 32 22 23 24 25 26
