14 40
Z8xZ5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
13 32 11 30 9 28 7 26 5 24 3 22 1 20 39 18 37 16 35 14 33 12 31 10 29 8 27 6 25 4 23 2 21 0 19 38 17 36 15 34
14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13
15 34 13 32 11 30 9 28 7 26 5 24 3 22 1 20 39 18 37 16 35 14 33 12 31 10 29 8 27 6 25 4 23 2 21 0 19 38 17 36
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17 36 15 34 13 32 11 30 9 28 7 26 5 24 3 22 1 20 39 18 37 16 35 14 33 12 31 10 29 8 27 6 25 4 23 2 21 0 19 38
18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
19 38 17 36 15 34 13 32 11 30 9 28 7 26 5 24 3 22 1 20 39 18 37 16 35 14 33 12 31 10 29 8 27 6 25 4 23 2 21 0
20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
21 0 19 38 17 36 15 34 13 32 11 30 9 28 7 26 5 24 3 22 1 20 39 18 37 16 35 14 33 12 31 10 29 8 27 6 25 4 23 2
22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
23 2 21 0 19 38 17 36 15 34 13 32 11 30 9 28 7 26 5 24 3 22 1 20 39 18 37 16 35 14 33 12 31 10 29 8 27 6 25 4
24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
25 4 23 2 21 0 19 38 17 36 15 34 13 32 11 30 9 28 7 26 5 24 3 22 1 20 39 18 37 16 35 14 33 12 31 10 29 8 27 6
26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25
27 6 25 4 23 2 21 0 19 38 17 36 15 34 13 32 11 30 9 28 7 26 5 24 3 22 1 20 39 18 37 16 35 14 33 12 31 10 29 8
28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27
29 8 27 6 25 4 23 2 21 0 19 38 17 36 15 34 13 32 11 30 9 28 7 26 5 24 3 22 1 20 39 18 37 16 35 14 33 12 31 10
30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29
31 10 29 8 27 6 25 4 23 2 21 0 19 38 17 36 15 34 13 32 11 30 9 28 7 26 5 24 3 22 1 20 39 18 37 16 35 14 33 12
32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
33 12 31 10 29 8 27 6 25 4 23 2 21 0 19 38 17 36 15 34 13 32 11 30 9 28 7 26 5 24 3 22 1 20 39 18 37 16 35 14
34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33
35 14 33 12 31 10 29 8 27 6 25 4 23 2 21 0 19 38 17 36 15 34 13 32 11 30 9 28 7 26 5 24 3 22 1 20 39 18 37 16
36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35
37 16 35 14 33 12 31 10 29 8 27 6 25 4 23 2 21 0 19 38 17 36 15 34 13 32 11 30 9 28 7 26 5 24 3 22 1 20 39 18
38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37
39 18 37 16 35 14 33 12 31 10 29 8 27 6 25 4 23 2 21 0 19 38 17 36 15 34 13 32 11 30 9 28 7 26 5 24 3 22 1 20
Z4:Z2xZ5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
1 2 3 4 0 6 7 8 9 5 11 12 13 14 10 16 17 18 19 15 21 22 23 24 20 26 27 28 29 25 31 32 33 34 30 36 37 38 39 35
2 3 4 0 1 7 8 9 5 6 12 13 14 10 11 17 18 19 15 16 22 23 24 20 21 27 28 29 25 26 32 33 34 30 31 37 38 39 35 36
3 4 0 1 2 8 9 5 6 7 13 14 10 11 12 18 19 15 16 17 23 24 20 21 22 28 29 25 26 27 33 34 30 31 32 38 39 35 36 37
4 0 1 2 3 9 5 6 7 8 14 10 11 12 13 19 15 16 17 18 24 20 21 22 23 29 25 26 27 28 34 30 31 32 33 39 35 36 37 38
5 6 7 8 9 0 1 2 3 4 35 36 37 38 39 30 31 32 33 34 25 26 27 28 29 20 21 22 23 24 15 16 17 18 19 10 11 12 13 14
6 7 8 9 5 1 2 3 4 0 36 37 38 39 35 31 32 33 34 30 26 27 28 29 25 21 22 23 24 20 16 17 18 19 15 11 12 13 14 10
7 8 9 5 6 2 3 4 0 1 37 38 39 35 36 32 33 34 30 31 27 28 29 25 26 22 23 24 20 21 17 18 19 15 16 12 13 14 10 11
8 9 5 6 7 3 4 0 1 2 38 39 35 36 37 33 34 30 31 32 28 29 25 26 27 23 24 20 21 22 18 19 15 16 17 13 14 10 11 12
9 5 6 7 8 4 0 1 2 3 39 35 36 37 38 34 30 31 32 33 29 25 26 27 28 24 20 21 22 23 19 15 16 17 18 14 10 11 12 13
10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9
11 12 13 14 10 16 17 18 19 15 21 22 23 24 20 26 27 28 29 25 31 32 33 34 30 36 37 38 39 35 1 2 3 4 0 6 7 8 9 5
12 13 14 10 11 17 18 19 15 16 22 23 24 20 21 27 28 29 25 26 32 33 34 30 31 37 38 39 35 36 2 3 4 0 1 7 8 9 5 6
13 14 10 11 12 18 19 15 16 17 23 24 20 21 22 28 29 25 26 27 33 34 30 31 32 38 39 35 36 37 3 4 0 1 2 8 9 5 6 7
14 10 11 12 13 19 15 16 17 18 24 20 21 22 23 29 25 26 27 28 34 30 31 32 33 39 35 36 37 38 4 0 1 2 3 9 5 6 7 8
15 16 17 18 19 10 11 12 13 14 5 6 7 8 9 0 1 2 3 4 35 36 37 38 39 30 31 32 33 34 25 26 27 28 29 20 21 22 23 24
16 17 18 19 15 11 12 13 14 10 6 7 8 9 5 1 2 3 4 0 36 37 38 39 35 31 32 33 34 30 26 27 28 29 25 21 22 23 24 20
17 18 19 15 16 12 13 14 10 11 7 8 9 5 6 2 3 4 0 1 37 38 39 35 36 32 33 34 30 31 27 28 29 25 26 22 23 24 20 21
18 19 15 16 17 13 14 10 11 12 8 9 5 6 7 3 4 0 1 2 38 39 35 36 37 33 34 30 31 32 28 29 25 26 27 23 24 20 21 22
19 15 16 17 18 14 10 11 12 13 9 5 6 7 8 4 0 1 2 3 39 35 36 37 38 34 30 31 32 33 29 25 26 27 28 24 20 21 22 23
20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
21 22 23 24 20 26 27 28 29 25 31 32 33 34 30 36 37 38 39 35 1 2 3 4 0 6 7 8 9 5 11 12 13 14 10 16 17 18 19 15
22 23 24 20 21 27 28 29 25 26 32 33 34 30 31 37 38 39 35 36 2 3 4 0 1 7 8 9 5 6 12 13 14 10 11 17 18 19 15 16
23 24 20 21 22 28 29 25 26 27 33 34 30 31 32 38 39 35 36 37 3 4 0 1 2 8 9 5 6 7 13 14 10 11 12 18 19 15 16 17
24 20 21 22 23 29 25 26 27 28 34 30 31 32 33 39 35 36 37 38 4 0 1 2 3 9 5 6 7 8 14 10 11 12 13 19 15 16 17 18
25 26 27 28 29 20 21 22 23 24 15 16 17 18 19 10 11 12 13 14 5 6 7 8 9 0 1 2 3 4 35 36 37 38 39 30 31 32 33 34
26 27 28 29 25 21 22 23 24 20 16 17 18 19 15 11 12 13 14 10 6 7 8 9 5 1 2 3 4 0 36 37 38 39 35 31 32 33 34 30
27 28 29 25 26 22 23 24 20 21 17 18 19 15 16 12 13 14 10 11 7 8 9 5 6 2 3 4 0 1 37 38 39 35 36 32 33 34 30 31
28 29 25 26 27 23 24 20 21 22 18 19 15 16 17 13 14 10 11 12 8 9 5 6 7 3 4 0 1 2 38 39 35 36 37 33 34 30 31 32
29 25 26 27 28 24 20 21 22 23 19 15 16 17 18 14 10 11 12 13 9 5 6 7 8 4 0 1 2 3 39 35 36 37 38 34 30 31 32 33
30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29
31 32 33 34 30 36 37 38 39 35 1 2 3 4 0 6 7 8 9 5 11 12 13 14 10 16 17 18 19 15 21 22 23 24 20 26 27 28 29 25
32 33 34 30 31 37 38 39 35 36 2 3 4 0 1 7 8 9 5 6 12 13 14 10 11 17 18 19 15 16 22 23 24 20 21 27 28 29 25 26
33 34 30 31 32 38 39 35 36 37 3 4 0 1 2 8 9 5 6 7 13 14 10 11 12 18 19 15 16 17 23 24 20 21 22 28 29 25 26 27
34 30 31 32 33 39 35 36 37 38 4 0 1 2 3 9 5 6 7 8 14 10 11 12 13 19 15 16 17 18 24 20 21 22 23 29 25 26 27 28
35 36 37 38 39 30 31 32 33 34 25 26 27 28 29 20 21 22 23 24 15 16 17 18 19 10 11 12 13 14 5 6 7 8 9 0 1 2 3 4
36 37 38 39 35 31 32 33 34 30 26 27 28 29 25 21 22 23 24 20 16 17 18 19 15 11 12 13 14 10 6 7 8 9 5 1 2 3 4 0
37 38 39 35 36 32 33 34 30 31 27 28 29 25 26 22 23 24 20 21 17 18 19 15 16 12 13 14 10 11 7 8 9 5 6 2 3 4 0 1
38 39 35 36 37 33 34 30 31 32 28 29 25 26 27 23 24 20 21 22 18 19 15 16 17 13 14 10 11 12 8 9 5 6 7 3 4 0 1 2
39 35 36 37 38 34 30 31 32 33 29 25 26 27 28 24 20 21 22 23 19 15 16 17 18 14 10 11 12 13 9 5 6 7 8 4 0 1 2 3
Z4:D10
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
1 0 9 8 7 6 5 4 3 2 11 10 19 18 17 16 15 14 13 12 21 20 29 28 27 26 25 24 23 22 31 30 39 38 37 36 35 34 33 32
2 3 4 5 6 7 8 9 0 1 12 13 14 15 16 17 18 19 10 11 22 23 24 25 26 27 28 29 20 21 32 33 34 35 36 37 38 39 30 31
3 2 1 0 9 8 7 6 5 4 13 12 11 10 19 18 17 16 15 14 23 22 21 20 29 28 27 26 25 24 33 32 31 30 39 38 37 36 35 34
4 5 6 7 8 9 0 1 2 3 14 15 16 17 18 19 10 11 12 13 24 25 26 27 28 29 20 21 22 23 34 35 36 37 38 39 30 31 32 33
5 4 3 2 1 0 9 8 7 6 15 14 13 12 11 10 19 18 17 16 25 24 23 22 21 20 29 28 27 26 35 34 33 32 31 30 39 38 37 36
6 7 8 9 0 1 2 3 4 5 16 17 18 19 10 11 12 13 14 15 26 27 28 29 20 21 22 23 24 25 36 37 38 39 30 31 32 33 34 35
7 6 5 4 3 2 1 0 9 8 17 16 15 14 13 12 11 10 19 18 27 26 25 24 23 22 21 20 29 28 37 36 35 34 33 32 31 30 39 38
8 9 0 1 2 3 4 5 6 7 18 19 10 11 12 13 14 15 16 17 28 29 20 21 22 23 24 25 26 27 38 39 30 31 32 33 34 35 36 37
9 8 7 6 5 4 3 2 1 0 19 18 17 16 15 14 13 12 11 10 29 28 27 26 25 24 23 22 21 20 39 38 37 36 35 34 33 32 31 30
10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9
11 10 19 18 17 16 15 14 13 12 21 20 29 28 27 26 25 24 23 22 31 30 39 38 37 36 35 34 33 32 1 0 9 8 7 6 5 4 3 2
12 13 14 15 16 17 18 19 10 11 22 23 24 25 26 27 28 29 20 21 32 33 34 35 36 37 38 39 30 31 2 3 4 5 6 7 8 9 0 1
13 12 11 10 19 18 17 16 15 14 23 22 21 20 29 28 27 26 25 24 33 32 31 30 39 38 37 36 35 34 3 2 1 0 9 8 7 6 5 4
14 15 16 17 18 19 10 11 12 13 24 25 26 27 28 29 20 21 22 23 34 35 36 37 38 39 30 31 32 33 4 5 6 7 8 9 0 1 2 3
15 14 13 12 11 10 19 18 17 16 25 24 23 22 21 20 29 28 27 26 35 34 33 32 31 30 39 38 37 36 5 4 3 2 1 0 9 8 7 6
16 17 18 19 10 11 12 13 14 15 26 27 28 29 20 21 22 23 24 25 36 37 38 39 30 31 32 33 34 35 6 7 8 9 0 1 2 3 4 5
17 16 15 14 13 12 11 10 19 18 27 26 25 24 23 22 21 20 29 28 37 36 35 34 33 32 31 30 39 38 7 6 5 4 3 2 1 0 9 8
18 19 10 11 12 13 14 15 16 17 28 29 20 21 22 23 24 25 26 27 38 39 30 31 32 33 34 35 36 37 8 9 0 1 2 3 4 5 6 7
19 18 17 16 15 14 13 12 11 10 29 28 27 26 25 24 23 22 21 20 39 38 37 36 35 34 33 32 31 30 9 8 7 6 5 4 3 2 1 0
20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
21 20 29 28 27 26 25 24 23 22 31 30 39 38 37 36 35 34 33 32 1 0 9 8 7 6 5 4 3 2 11 10 19 18 17 16 15 14 13 12
22 23 24 25 26 27 28 29 20 21 32 33 34 35 36 37 38 39 30 31 2 3 4 5 6 7 8 9 0 1 12 13 14 15 16 17 18 19 10 11
23 22 21 20 29 28 27 26 25 24 33 32 31 30 39 38 37 36 35 34 3 2 1 0 9 8 7 6 5 4 13 12 11 10 19 18 17 16 15 14
24 25 26 27 28 29 20 21 22 23 34 35 36 37 38 39 30 31 32 33 4 5 6 7 8 9 0 1 2 3 14 15 16 17 18 19 10 11 12 13
25 24 23 22 21 20 29 28 27 26 35 34 33 32 31 30 39 38 37 36 5 4 3 2 1 0 9 8 7 6 15 14 13 12 11 10 19 18 17 16
26 27 28 29 20 21 22 23 24 25 36 37 38 39 30 31 32 33 34 35 6 7 8 9 0 1 2 3 4 5 16 17 18 19 10 11 12 13 14 15
27 26 25 24 23 22 21 20 29 28 37 36 35 34 33 32 31 30 39 38 7 6 5 4 3 2 1 0 9 8 17 16 15 14 13 12 11 10 19 18
28 29 20 21 22 23 24 25 26 27 38 39 30 31 32 33 34 35 36 37 8 9 0 1 2 3 4 5 6 7 18 19 10 11 12 13 14 15 16 17
29 28 27 26 25 24 23 22 21 20 39 38 37 36 35 34 33 32 31 30 9 8 7 6 5 4 3 2 1 0 19 18 17 16 15 14 13 12 11 10
30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29
31 30 39 38 37 36 35 34 33 32 1 0 9 8 7 6 5 4 3 2 11 10 19 18 17 16 15 14 13 12 21 20 29 28 27 26 25 24 23 22
32 33 34 35 36 37 38 39 30 31 2 3 4 5 6 7 8 9 0 1 12 13 14 15 16 17 18 19 10 11 22 23 24 25 26 27 28 29 20 21
33 32 31 30 39 38 37 36 35 34 3 2 1 0 9 8 7 6 5 4 13 12 11 10 19 18 17 16 15 14 23 22 21 20 29 28 27 26 25 24
34 35 36 37 38 39 30 31 32 33 4 5 6 7 8 9 0 1 2 3 14 15 16 17 18 19 10 11 12 13 24 25 26 27 28 29 20 21 22 23
35 34 33 32 31 30 39 38 37 36 5 4 3 2 1 0 9 8 7 6 15 14 13 12 11 10 19 18 17 16 25 24 23 22 21 20 29 28 27 26
36 37 38 39 30 31 32 33 34 35 6 7 8 9 0 1 2 3 4 5 16 17 18 19 10 11 12 13 14 15 26 27 28 29 20 21 22 23 24 25
37 36 35 34 33 32 31 30 39 38 7 6 5 4 3 2 1 0 9 8 17 16 15 14 13 12 11 10 19 18 27 26 25 24 23 22 21 20 29 28
38 39 30 31 32 33 34 35 36 37 8 9 0 1 2 3 4 5 6 7 18 19 10 11 12 13 14 15 16 17 28 29 20 21 22 23 24 25 26 27
39 38 37 36 35 34 33 32 31 30 9 8 7 6 5 4 3 2 1 0 19 18 17 16 15 14 13 12 11 10 29 28 27 26 25 24 23 22 21 20
Z2xZ2:D10
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
1 0 9 8 7 6 5 4 3 2 11 10 19 18 17 16 15 14 13 12 21 20 29 28 27 26 25 24 23 22 31 30 39 38 37 36 35 34 33 32
2 3 4 5 6 7 8 9 0 1 12 13 14 15 16 17 18 19 10 11 22 23 24 25 26 27 28 29 20 21 32 33 34 35 36 37 38 39 30 31
3 2 1 0 9 8 7 6 5 4 13 12 11 10 19 18 17 16 15 14 23 22 21 20 29 28 27 26 25 24 33 32 31 30 39 38 37 36 35 34
4 5 6 7 8 9 0 1 2 3 14 15 16 17 18 19 10 11 12 13 24 25 26 27 28 29 20 21 22 23 34 35 36 37 38 39 30 31 32 33
5 4 3 2 1 0 9 8 7 6 15 14 13 12 11 10 19 18 17 16 25 24 23 22 21 20 29 28 27 26 35 34 33 32 31 30 39 38 37 36
6 7 8 9 0 1 2 3 4 5 16 17 18 19 10 11 12 13 14 15 26 27 28 29 20 21 22 23 24 25 36 37 38 39 30 31 32 33 34 35
7 6 5 4 3 2 1 0 9 8 17 16 15 14 13 12 11 10 19 18 27 26 25 24 23 22 21 20 29 28 37 36 35 34 33 32 31 30 39 38
8 9 0 1 2 3 4 5 6 7 18 19 10 11 12 13 14 15 16 17 28 29 20 21 22 23 24 25 26 27 38 39 30 31 32 33 34 35 36 37
9 8 7 6 5 4 3 2 1 0 19 18 17 16 15 14 13 12 11 10 29 28 27 26 25 24 23 22 21 20 39 38 37 36 35 34 33 32 31 30
10 11 12 13 14 15 16 17 18 19 0 1 2 3 4 5 6 7 8 9 30 31 32 33 34 35 36 37 38 39 20 21 22 23 24 25 26 27 28 29
11 10 19 18 17 16 15 14 13 12 1 0 9 8 7 6 5 4 3 2 31 30 39 38 37 36 35 34 33 32 21 20 29 28 27 26 25 24 23 22
12 13 14 15 16 17 18 19 10 11 2 3 4 5 6 7 8 9 0 1 32 33 34 35 36 37 38 39 30 31 22 23 24 25 26 27 28 29 20 21
13 12 11 10 19 18 17 16 15 14 3 2 1 0 9 8 7 6 5 4 33 32 31 30 39 38 37 36 35 34 23 22 21 20 29 28 27 26 25 24
14 15 16 17 18 19 10 11 12 13 4 5 6 7 8 9 0 1 2 3 34 35 36 37 38 39 30 31 32 33 24 25 26 27 28 29 20 21 22 23
15 14 13 12 11 10 19 18 17 16 5 4 3 2 1 0 9 8 7 6 35 34 33 32 31 30 39 38 37 36 25 24 23 22 21 20 29 28 27 26
16 17 18 19 10 11 12 13 14 15 6 7 8 9 0 1 2 3 4 5 36 37 38 39 30 31 32 33 34 35 26 27 28 29 20 21 22 23 24 25
17 16 15 14 13 12 11 10 19 18 7 6 5 4 3 2 1 0 9 8 37 36 35 34 33 32 31 30 39 38 27 26 25 24 23 22 21 20 29 28
18 19 10 11 12 13 14 15 16 17 8 9 0 1 2 3 4 5 6 7 38 39 30 31 32 33 34 35 36 37 28 29 20 21 22 23 24 25 26 27
19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20
20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
21 20 29 28 27 26 25 24 23 22 31 30 39 38 37 36 35 34 33 32 1 0 9 8 7 6 5 4 3 2 11 10 19 18 17 16 15 14 13 12
22 23 24 25 26 27 28 29 20 21 32 33 34 35 36 37 38 39 30 31 2 3 4 5 6 7 8 9 0 1 12 13 14 15 16 17 18 19 10 11
23 22 21 20 29 28 27 26 25 24 33 32 31 30 39 38 37 36 35 34 3 2 1 0 9 8 7 6 5 4 13 12 11 10 19 18 17 16 15 14
24 25 26 27 28 29 20 21 22 23 34 35 36 37 38 39 30 31 32 33 4 5 6 7 8 9 0 1 2 3 14 15 16 17 18 19 10 11 12 13
25 24 23 22 21 20 29 28 27 26 35 34 33 32 31 30 39 38 37 36 5 4 3 2 1 0 9 8 7 6 15 14 13 12 11 10 19 18 17 16
26 27 28 29 20 21 22 23 24 25 36 37 38 39 30 31 32 33 34 35 6 7 8 9 0 1 2 3 4 5 16 17 18 19 10 11 12 13 14 15
27 26 25 24 23 22 21 20 29 28 37 36 35 34 33 32 31 30 39 38 7 6 5 4 3 2 1 0 9 8 17 16 15 14 13 12 11 10 19 18
28 29 20 21 22 23 24 25 26 27 38 39 30 31 32 33 34 35 36 37 8 9 0 1 2 3 4 5 6 7 18 19 10 11 12 13 14 15 16 17
29 28 27 26 25 24 23 22 21 20 39 38 37 36 35 34 33 32 31 30 9 8 7 6 5 4 3 2 1 0 19 18 17 16 15 14 13 12 11 10
30 31 32 33 34 35 36 37 38 39 20 21 22 23 24 25 26 27 28 29 10 11 12 13 14 15 16 17 18 19 0 1 2 3 4 5 6 7 8 9
31 30 39 38 37 36 35 34 33 32 21 20 29 28 27 26 25 24 23 22 11 10 19 18 17 16 15 14 13 12 1 0 9 8 7 6 5 4 3 2
32 33 34 35 36 37 38 39 30 31 22 23 24 25 26 27 28 29 20 21 12 13 14 15 16 17 18 19 10 11 2 3 4 5 6 7 8 9 0 1
33 32 31 30 39 38 37 36 35 34 23 22 21 20 29 28 27 26 25 24 13 12 11 10 19 18 17 16 15 14 3 2 1 0 9 8 7 6 5 4
34 35 36 37 38 39 30 31 32 33 24 25 26 27 28 29 20 21 22 23 14 15 16 17 18 19 10 11 12 13 4 5 6 7 8 9 0 1 2 3
35 34 33 32 31 30 39 38 37 36 25 24 23 22 21 20 29 28 27 26 15 14 13 12 11 10 19 18 17 16 5 4 3 2 1 0 9 8 7 6
36 37 38 39 30 31 32 33 34 35 26 27 28 29 20 21 22 23 24 25 16 17 18 19 10 11 12 13 14 15 6 7 8 9 0 1 2 3 4 5
37 36 35 34 33 32 31 30 39 38 27 26 25 24 23 22 21 20 29 28 17 16 15 14 13 12 11 10 19 18 7 6 5 4 3 2 1 0 9 8
38 39 30 31 32 33 34 35 36 37 28 29 20 21 22 23 24 25 26 27 18 19 10 11 12 13 14 15 16 17 8 9 0 1 2 3 4 5 6 7
39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0
Z2xZ2:D10
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
1 0 9 8 7 6 5 4 3 2 11 10 19 18 17 16 15 14 13 12 31 30 39 38 37 36 35 34 33 32 21 20 29 28 27 26 25 24 23 22
2 3 4 5 6 7 8 9 0 1 12 13 14 15 16 17 18 19 10 11 22 23 24 25 26 27 28 29 20 21 32 33 34 35 36 37 38 39 30 31
3 2 1 0 9 8 7 6 5 4 13 12 11 10 19 18 17 16 15 14 33 32 31 30 39 38 37 36 35 34 23 22 21 20 29 28 27 26 25 24
4 5 6 7 8 9 0 1 2 3 14 15 16 17 18 19 10 11 12 13 24 25 26 27 28 29 20 21 22 23 34 35 36 37 38 39 30 31 32 33
5 4 3 2 1 0 9 8 7 6 15 14 13 12 11 10 19 18 17 16 35 34 33 32 31 30 39 38 37 36 25 24 23 22 21 20 29 28 27 26
6 7 8 9 0 1 2 3 4 5 16 17 18 19 10 11 12 13 14 15 26 27 28 29 20 21 22 23 24 25 36 37 38 39 30 31 32 33 34 35
7 6 5 4 3 2 1 0 9 8 17 16 15 14 13 12 11 10 19 18 37 36 35 34 33 32 31 30 39 38 27 26 25 24 23 22 21 20 29 28
8 9 0 1 2 3 4 5 6 7 18 19 10 11 12 13 14 15 16 17 28 29 20 21 22 23 24 25 26 27 38 39 30 31 32 33 34 35 36 37
9 8 7 6 5 4 3 2 1 0 19 18 17 16 15 14 13 12 11 10 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20
10 11 12 13 14 15 16 17 18 19 0 1 2 3 4 5 6 7 8 9 30 31 32 33 34 35 36 37 38 39 20 21 22 23 24 25 26 27 28 29
11 10 19 18 17 16 15 14 13 12 1 0 9 8 7 6 5 4 3 2 21 20 29 28 27 26 25 24 23 22 31 30 39 38 37 36 35 34 33 32
12 13 14 15 16 17 18 19 10 11 2 3 4 5 6 7 8 9 0 1 32 33 34 35 36 37 38 39 30 31 22 23 24 25 26 27 28 29 20 21
13 12 11 10 19 18 17 16 15 14 3 2 1 0 9 8 7 6 5 4 23 22 21 20 29 28 27 26 25 24 33 32 31 30 39 38 37 36 35 34
14 15 16 17 18 19 10 11 12 13 4 5 6 7 8 9 0 1 2 3 34 35 36 37 38 39 30 31 32 33 24 25 26 27 28 29 20 21 22 23
15 14 13 12 11 10 19 18 17 16 5 4 3 2 1 0 9 8 7 6 25 24 23 22 21 20 29 28 27 26 35 34 33 32 31 30 39 38 37 36
16 17 18 19 10 11 12 13 14 15 6 7 8 9 0 1 2 3 4 5 36 37 38 39 30 31 32 33 34 35 26 27 28 29 20 21 22 23 24 25
17 16 15 14 13 12 11 10 19 18 7 6 5 4 3 2 1 0 9 8 27 26 25 24 23 22 21 20 29 28 37 36 35 34 33 32 31 30 39 38
18 19 10 11 12 13 14 15 16 17 8 9 0 1 2 3 4 5 6 7 38 39 30 31 32 33 34 35 36 37 28 29 20 21 22 23 24 25 26 27
19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 29 28 27 26 25 24 23 22 21 20 39 38 37 36 35 34 33 32 31 30
20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
21 20 29 28 27 26 25 24 23 22 31 30 39 38 37 36 35 34 33 32 11 10 19 18 17 16 15 14 13 12 1 0 9 8 7 6 5 4 3 2
22 23 24 25 26 27 28 29 20 21 32 33 34 35 36 37 38 39 30 31 2 3 4 5 6 7 8 9 0 1 12 13 14 15 16 17 18 19 10 11
23 22 21 20 29 28 27 26 25 24 33 32 31 30 39 38 37 36 35 34 13 12 11 10 19 18 17 16 15 14 3 2 1 0 9 8 7 6 5 4
24 25 26 27 28 29 20 21 22 23 34 35 36 37 38 39 30 31 32 33 4 5 6 7 8 9 0 1 2 3 14 15 16 17 18 19 10 11 12 13
25 24 23 22 21 20 29 28 27 26 35 34 33 32 31 30 39 38 37 36 15 14 13 12 11 10 19 18 17 16 5 4 3 2 1 0 9 8 7 6
