g6	n	m	Q	bip	dist	phi	tf	mtf
M???EA_MQLb{Fw~_?	14	32	14	4	11	33311114400002	1	1
M???EA_Np}FwVg~_?	14	35	14	3	6	33111114300022	1	1
M???EA_Np}Js~_~_?	14	36	14	3	7	44111113322000	1	1
M???EA_Np}JsVg~_?	14	35	14	3	8	43411114300220	1	1
M???EA_Nq|^o~_~_?	14	37	14	2	6	41111113322000	1	1
M???EA_E^KfwVg~_?	14	33	14	4	11	20000003321441	1	1
M???EA_Fx}FwVg~_?	14	35	14	3	8	33111114100022	1	1
M???EA_Fx}Js~_~_?	14	36	14	4	6	44411113322200	1	1
M???EA_Fw~FwVg~_?	14	35	14	3	6	33311114400002	1	1
M???EB_w@aXp~_F{?	14	31	14	5	8	11144442221003	1	1
M???EB_w@}^o~_F{?	14	35	14	4	4	33311114440220	1	1
M???EB_w@}Fw~_F{?	14	34	14	4	7	33111114440020	1	1
M???EB_s@aXpFwJs?	14	29	14	5	12	22114441112300	1	1
M???EB_s?~B{Js~_?	14	33	14	4	8	33111114440002	1	1
M???EB_s?~Dy~_~_?	14	34	14	4	6	22000003334411	1	1
M???EB_s?~DyNo~_?	14	33	14	4	8	33111114440002	1	1
M???EB_s?^b{Js~_?	14	33	14	4	8	33111114440002	1	1
M???EB_{?~FwB{~_?	14	34	14	5	7	22244441110003	1	1
M???EB_MPqB{pe~_?	14	32	14	5	11	00222002033141	1	1
M???EB_MPMWquAFw?	14	29	14	5	16	22444441100110	1	1
M???EB_MUKfwFw~_?	14	33	14	4	10	22444441101003	1	1
M???EB_MUKb{~_~_?	14	34	14	4	8	44111113323200	1	1
M???EB_MUKb{Fw~_?	14	33	14	5	9	22244441103003	1	1
M???EB_Np}B{~_~_?	14	37	14	3	4	33111114400022	1	1
M???EB_Np}B{No~_?	14	36	14	3	5	33111114400002	1	1
M???EB_No~^o~_~_?	14	38	14	3	3	44111113322000	1	1
M???EB_No~B{~_~_?	14	37	14	4	3	33311114400022	1	1
M???EB_No~B{No~_?	14	36	14	3	5	33111114400002	1	1
M???EB_Fw~B{No~_?	14	36	14	3	3	44422220011113	1	1
M???E?o{F_FwrgB}?	14	31	14	4	10	11113330000224	1	1
M???E?o{?^fwrg~_?	14	33	14	5	10	44441113332000	1	1
M???E?o{?^fwrgNo?	14	32	14	5	12	11441111332020	1	1
M???E?o}FoFwrg@}?	14	32	14	4	10	11111333300224	1	1
M???E?oB?^EYok~_?	14	28	14	5	16	11114411130220	1	1
M???E?oB?Ffwrg{c?	14	28	14	4	16	11114411132002	1	1
M???E?oKV_FwByrk?	14	30	14	5	12	11331111444200	1	1
M???E?oKV_@|rk~_?	14	31	14	5	11	44441113143200	1	1
M???E?oKU@@{Be~_?	14	27	14	4	14	44441113333220	1	1
M???E?oKOZFw{ark?	14	30	14	6	13	33003330110442	1	1
M???E?oKO^Fwrk~_?	14	32	14	5	10	11331113440202	1	1
M???E?oKO^@{rk~_?	14	31	14	4	10	11114442413300	1	1
M???E?oKO^Xu~_~_?	14	33	14	5	8	11331110440022	1	1
M???E?oKO^Xurk~_?	14	33	14	3	8	11331110440002	1	1
M???E?oMV_@|pk~_?	14	31	14	6	13	44441113143200	1	1
M???E?oMPq@{pm~_?	14	31	14	5	10	11333110444202	1	1
M???E?oMO^@{pk~_?	14	31	14	5	12	33331114130022	1	1
M???E?oMO^Wu~_~_?	14	33	14	5	9	11444112332200	1	1
M???E?oMO^WuNo~_?	14	32	14	5	12	00220000334411	1	1
M???E?oMO^Wurg~_?	14	32	14	4	11	11441112332220	1	1
M???E?oMO^Wupk~_?	14	32	14	4	9	33000332112224	1	1
M???E?oBW^]QNorg?	14	31	14	5	12	44442242211033	1	1
M???E?oB^cfwrg~_?	14	33	14	4	12	11114412232000	1	1
M???E?oB^cfwrgNo?	14	32	14	5	12	44111113440202	1	1
M???E?oBx}Xs~_~_?	14	35	14	4	9	11441111320200	1	1
M???E?oBx}XsNo~_?	14	34	14	4	9	33111114100202	1	1
M???E?oBw^Fwrg~_?	14	33	14	4	10	44441113322000	1	1
M???E?oBw^Fwrg{E?	14	32	14	4	10	33331111100224	1	1
M???EAowA\ByNo~_?	14	32	14	4	11	22000003131441	1	1
M???EAokB_PpNoRk?	14	28	14	4	13	41441111333002	1	1
M???EAok@q@}Pm~_?	14	31	14	5	10	24224441111003	1	1
M???EAokA\fw~_~_?	14	34	14	3	7	41441111332000	1	1
M???EAokA\fwNo~_?	14	33	14	4	8	41441111332000	1	1
M???EAokA\huNo~_?	14	33	14	5	7	41441111332200	1	1
M???EAokA\`}No~_?	14	33	14	6	7	41441111332200	1	1
M???EAo[A\HsbcNo?	14	29	14	4	13	31331113440002	1	1
M???EAo[A\PqNo~_?	14	31	14	3	13	11441111332200	1	1
M???EAo[A\PqNoNo?	14	30	14	4	12	33441114332200	1	1
M???EAo[A\PqNoB{?	14	30	14	4	12	33331111440020	1	1
M???EAo{A\@}No~_?	14	33	14	5	9	20220000334411	1	1
M???EAoqA\EyNo~_?	14	32	14	4	11	22000003131441	1	1
M???EAoq?^HsLs~_?	14	31	14	5	13	22000003034141	1	1
M???EAoiA\IqNo~_?	14	31	14	3	13	41411111332200	1	1
M???EAoYA\QqNo~_?	14	31	14	3	15	14414114230200	1	1
M???EAom@q@{Pm~_?	14	31	14	5	11	13111333000442	1	1
M???EAobA\MQNo~_?	14	31	14	3	15	41114414230200	1	1
M???EAor@ehsNo~_?	14	32	14	4	12	11441142323200	1	1
M???EAoMPq@{Pm~_?	14	31	14	5	12	33111334000042	1	1
M???EAoMO^Hspc~_?	14	31	14	5	13	20220003324411	1	1
M???EAoJUchsNo~_?	14	32	14	4	13	22020003343111	1	1
M???EAoRN_EYBy~_?	14	31	14	5	12	41441111323320	1	1
M???EAoRI\UQNo~_?	14	32	14	4	10	02002200433411	1	1
M???EAoRG^UQNo~_?	14	32	14	5	10	14114414233200	1	1
M???EAoRG^EY~_~_?	14	33	14	5	10	14114413233200	1	1
M???EAoRG^EYNo~_?	14	32	14	5	12	41441111322300	1	1
M???EAoRh}^o~_~_?	14	37	14	2	7	14114442230000	1	1
M???EAoRh}Fw~_~_?	14	36	14	3	8	44111113002200	1	1
M???EAoRh}FwNo~_?	14	35	14	3	8	33111114220002	1	1
M???EAoRi\Fw~_~_?	14	35	14	3	7	41441114322000	1	1
M???EAoRi\FwNo~_?	14	34	14	4	8	41441114322000	1	1
M???EAoBy\Fw~_~_?	14	35	14	4	8	41441111322000	1	1
M???EAoBy\FwNo~_?	14	34	14	4	9	41441111322000	1	1
M???EBo{F_FwB}~_?	14	34	14	4	5	00003331111424	1	1
M???EBo{EWEXB{~_?	14	32	14	5	11	22224441113103	1	1
M???EBo{?^fw~_~_?	14	36	14	4	5	33331114440222	1	1
M???EBo{?^fwNo~_?	14	35	14	4	7	44441111332000	1	1
M???E?wM@q?}pm~_?	14	31	14	4	8	33111333000442	1	1
M???E?wM?NweMp~_?	14	31	14	5	10	33111314001402	1	1
M???E?wM?NwuNo~_?	14	32	14	5	8	33111333004422	1	1
M???E?wM?NwuNo}A?	14	31	14	5	10	11333111440024	1	1
M???E?wpno^?No@z?	14	32	14	4	11	11111333020024	1	1
M???EAwmDoGvNo~_?	14	33	14	4	6	03000333111244	1	1
M???E?pwD_ByRi~_?	14	30	14	5	13	22200003230411	1	1
M???E?pwF_ByBm~_?	14	31	14	5	10	22224441111003	1	1
M???E?pw?}fwrg~_?	14	33	14	4	9	44111113432200	1	1
M???E?pw?}xs~_~_?	14	34	14	4	8	44411113432000	1	1
M???E?pw?}xsrg~_?	14	33	14	4	9	44411113432000	1	1
M???E?pw?}byrg~_?	14	33	14	5	7	44411113432200	1	1
M???E?pw?\by~_~_?	14	33	14	5	8	44411113332200	1	1
M???E?pw?\byNo~_?	14	32	14	4	10	44411113432220	1	1
M???E?pw?\byrg~_?	14	32	14	5	10	22200003034411	1	1
M???E?pw?\byFs~_?	14	32	14	4	8	33311114340002	1	1
M???E?p{F_@zrg~_?	14	32	14	5	9	11113330000422	1	1
M???E?p{F_@zrgNo?	14	31	14	5	12	33331114344020	1	1
M???E?piAkfwrg~_?	14	32	14	4	14	41414114332000	1	1
M???E?pMP}Wurg~_?	14	34	14	5	8	44222440113003	1	1
M???E?pMUPWuLq~_?	14	32	14	5	11	11441112332230	1	1
M???E?pJUcxsNo~_?	14	33	14	4	11	44111113423020	1	1
M???E?pBo\]B~_~_?	14	33	14	5	7	11114442233200	1	1
M???E?pBo\]BNo~_?	14	32	14	5	10	11114442233200	1	1
M???E?pBo\]BNorg?	14	31	14	5	12	33331114300402	1	1
M???E?pBo\]B{E~_?	14	32	14	4	7	00003331122114	1	1
M???E?pBv_xs~_~_?	14	34	14	4	9	11114442132000	1	1
M???E?pBv_xsNo~_?	14	33	14	4	11	44111113423020	1	1
M???E?pBv_xsrg~_?	14	33	14	4	10	11114442132000	1	1
M???E?pBv_xsrgNo?	14	32	14	5	10	44331113423002	1	1
M???E?pNp}Fwrg~_?	14	36	14	3	5	33111114300022	1	1
M???E?pNu\^o~_~_?	14	38	14	3	6	11441112302000	1	1
M???E?pNu\Fw~_~_?	14	37	14	3	6	44111113220200	1	1
M???E?pNu\Fwrg~_?	14	36	14	4	7	33441114302020	1	1
M???E?xmDoGvNo~_?	14	33	14	4	8	13111331000422	1	1
M???E?xMToGvNo~_?	14	33	14	4	8	14111441222300	1	1
M???E?xMP}Fwpk~_?	14	35	14	4	7	44111441220030	1	1
M???E?xMP}Wu~_~_?	14	36	14	4	5	44111443220300	1	1
M???E?xMULwuNo~_?	14	35	14	5	5	22444221001133	1	1
M???E?xLULXQNo~_?	14	33	14	4	10	11444412332200	1	1
M???E?xHuLZA~_~_?	14	34	14	4	10	11444442332200	1	1
M???E?xHuLZANo~_?	14	33	14	4	12	44111113220020	1	1
M???E?xph}^o~_~_?	14	38	14	3	5	11444112320000	1	1
M???E?xph}Fw~_~_?	14	37	14	3	6	33111114020022	1	1
M???E?xph}FwNo~_?	14	36	14	3	6	33111114020002	1	1
M???E?~~f{^o~_~_?	14	43	14	1	0	44111113200000	1	1
M???E?~Nv{^o~_~_?	14	42	14	2	0	44111113220000	1	1
M???E?~Np}^o~_~_?	14	41	14	2	0	44111113222000	1	1
M???E?~Np}Fw~_~_?	14	40	14	2	0	44111113222200	1	1
M???FB_wFo?~~_F{?	14	34	14	4	5	00033331114042	1	1
M???FB_wF{B}~_~_?	14	37	14	3	0	44411113330200	1	1
M???FB_wF{B}~_F{?	14	37	14	6	0	33311114442020	1	1
M???FB_{?~@}~_~_?	14	36	14	5	3	33311114440022	1	1
M???FB_{?~@}Fw~_?	14	35	14	4	4	44422220001113	1	1
M???FB_{?^`}Fw~_?	14	35	14	4	4	11113330004442	1	1
M???FB_eBKb{~_~_?	14	34	14	3	8	44411113300200	1	1
M???FB_eBKb{Fw~_?	14	33	14	5	8	22244441133003	1	1
M???FB_eBKkqFw~_?	14	32	14	4	11	44411113310020	1	1
M???FB_e?NkqFw~_?	14	32	14	5	10	44422220021313	1	1
M???FB_F~{^o~_~_?	14	40	14	2	0	11144442230000	1	1
M???FB_Fw~^o~_~_?	14	39	14	4	0	44411113322000	1	1
M???FB_Fw~B{~_~_?	14	38	14	6	0	33311114400022	1	1
M???FBOw@\DsFs~_?	14	32	14	4	11	22200003031141	1	1
M???FBOw@\By~_~_?	14	34	14	3	7	11144442220300	1	1
M???FBOw@\ByFs~_?	14	33	14	5	8	22244441110003	1	1
M???FBOw@\@}Fs~_?	14	33	14	5	8	33311114440002	1	1
M???FBOk?}DsRc~_?	14	31	14	3	12	22220003334441	1	1
M???FBO{?}DsB{~_?	14	33	14	5	8	44441113332220	1	1
M???FBOq?}DsLc~_?	14	31	14	3	12	22000003334441	1	1
M???FBOq?^AyHk~_?	14	31	14	5	12	11111442223330	1	1
M???FBOi@\IqFo~_?	14	31	14	3	14	20200003131441	1	1
M???FBObBcbwJg~_?	14	31	14	3	14	22000003311441	1	1
M???FBOFo}Ds~_~_?	14	35	14	3	7	44411113322200	1	1
M???FBOFo}DsJg~_?	14	33	14	4	10	44111113322220	1	1
M???FBOFp\^o~_~_?	14	37	14	2	6	44111113322000	1	1
M???FBOBw}Ds~_~_?	14	35	14	4	6	44441113322200	1	1
M???FBo{F_Bw~_B}?	14	34	14	4	5	00003331111242	1	1
M???FBo{?}BwB{~_?	14	34	14	5	7	00002224443331	1	1
M???FBo{?}@}~_~_?	14	36	14	4	4	11114442223300	1	1
M???FAW[?}PqXg~_?	14	31	14	3	14	14411113232200	1	1
M???FAW]BoBwXg`e?	14	29	14	4	16	31111330000224	1	1
M???FAWx?ubwXg~_?	14	32	14	4	11	11133130204422	1	1
M???FAWT?}Ksic~_?	14	31	14	3	16	14141412230020	1	1
M???FAW`_}Ks]C~_?	14	31	14	3	16	41111442230020	1	1
M???FAWFRDbwXg~_?	14	32	14	5	11	41144412332020	1	1
M???FAWDo}\AXg~_?	14	32	14	4	11	11141442033200	1	1
M???FAWFo}Ks~_~_?	14	35	14	3	8	44411113022000	1	1
M???FAWFo}KsXg~_?	14	33	14	4	11	44411113422000	1	1
M???FAWFrL^o~_~_?	14	37	14	2	8	11144112332000	1	1
M???FBWuEoBwHm~_?	14	33	14	4	8	00300331111424	1	1
M???FA[fCwBwWm~_?	14	33	14	4	8	03300032111124	1	1
M???F?\{F_[SBu~_?	14	33	14	4	8	00003331211124	1	1
M???F?\FvD^o~_~_?	14	38	14	3	3	44411113223000	1	1
M???F?^~f{^o~_~_?	14	43	14	1	0	44411113200000	1	1
M???F?^Fv{^o~_~_?	14	41	14	2	0	44411113220000	1	1
M???Fbo{F_^oB}~_?	14	37	14	3	0	11113330000242	1	1
M???Fbo{?^~o~_~_?	14	39	14	3	0	11114442223000	1	1
M???Frw}Fo^?~_@~?	14	39	14	2	0	00000331111142	1	1
M???F~}~f{^o~_~_?	14	49	14	0	0	00000001111111	1	1
M??CA?_wB{VgvGF{?	14	31	14	4	12	33311111142220	1	1
M??CA?_w@}JsfWF{?	14	31	14	3	12	33311111140000	1	1
M??CA?_{B{VgvGB{?	14	31	14	4	12	44441111130002	1	1
M??CA?_{?^fwVgfW?	14	31	14	4	12	33331111140222	1	1
M??CA?_~@}JsfW~??	14	33	14	3	12	11111133302220	1	1
M??CA?_~@}JsfW^_?	14	33	14	3	12	31111113300020	1	1
M??CAA_wA|NonOF{?	14	32	14	5	10	31311111440220	1	1
M??CAA_wA|VgNoF{?	14	32	14	4	10	31311111440220	1	1
M??CAA_{B{JsnOB{?	14	32	14	5	12	44441111330002	1	1
M??CAA_{A|VgB{No?	14	32	14	5	12	44441111330020	1	1
M??CAA_~DyJsFw^_?	14	34	14	4	9	31311141422000	1	1
M??CAB_sB{B{nOJs?	14	32	14	4	12	44111111330202	1	1
M??CAB_{B{VgB{Fw?	14	33	14	5	9	44411111330022	1	1
M??CAB_u@Mb{^_nO?	14	32	14	4	14	11411444223000	1	1
M??CAB_~FwB{^_nO?	14	35	14	3	8	44111133300200	1	1
M??CAB_~?~No^_nO?	14	35	14	3	9	44411113302000	1	1
M??CAB_~?~NonONo?	14	35	14	3	9	44111133302002	1	1
M??CAB_~?~B{^_nO?	14	35	14	4	8	33311111420022	1	1
M??CAB_WdA^_FMNo?	14	29	14	5	12	44411111333020	1	1
M??CAB_W_~RinO~??	14	32	14	4	11	33311141440022	1	1
M??CAB_W_~RinO^_?	14	32	14	4	12	14411111332200	1	1
M??CAB_W_zvgNo~??	14	32	14	4	10	33311131440222	1	1
M??CAB_W_zb{nO~??	14	32	14	5	9	33311141440022	1	1
M??CAB_W_zb{nO^_?	14	32	14	5	10	33311111440022	1	1
M??CAB_SfwNoFwjS?	14	32	14	4	13	14111113330022	1	1
M??CAB_SfwB{jSNo?	14	32	14	4	12	44111131340202	1	1
M??CAB_UdI~_Fw^_?	14	32	14	4	13	44411113303020	1	1
M??CAB_UdI~_FwNo?	14	32	14	4	14	41411414323000	1	1
M??CAB_UdIb{nO^_?	14	32	14	4	14	41411414323000	1	1
M??CAB_Go~Za^_nO?	14	32	14	4	13	33111144430200	1	1
M??CAB_GoxnonO~??	14	31	14	4	12	11144411223000	1	1
M??CAB_GoxnonO^_?	14	31	14	4	12	11144411223000	1	1
M??CAB_Goxb{^_nO?	14	31	14	4	13	33311111440022	1	1
M??CAB_Cw~\a^_nO?	14	33	14	5	11	22242244100133	1	1
M??CAB_Fz{No^_nO?	14	35	14	3	8	34111113320002	1	1
M??CAB_Fz{NonOnO?	14	35	14	3	10	34111143400022	1	1
M??CAB_Fz{NonONo?	14	35	14	3	10	33111114402200	1	1
M??CAB_Fz{VgNoNo?	14	35	14	3	10	33111141400200	1	1
M??CAB_Fw~No^_nO?	14	35	14	4	8	33311111400222	1	1
M??CAB_Fw~NonONo?	14	35	14	3	8	33311111400220	1	1
M??CA?oKFwFwRkb[?	14	30	14	6	10	11441111330022	1	1
M??CA?o{EX@}^_nO?	14	31	14	5	13	33331111442022	1	1
M??CA?o{A\PkB{No?	14	30	14	4	12	33331111440002	1	1
M??CA?ooI\Pk~?Ns?	14	30	14	5	13	44114444213300	1	1
M??CA?ooG^NonONs?	14	31	14	3	14	33111111340000	1	1
M??CA?oqI\Pk~?Ls?	14	30	14	5	14	22002200433314	1	1
M??CA?oqG^Ey^_nO?	14	31	14	4	14	33113111042022	1	1
M??CA?orG^NonO~??	14	32	14	4	12	11441111322000	1	1
M??CA?orG^NonO^_?	14	32	14	4	12	11441111322000	1	1
M??CA?orG^Xc^_nO?	14	31	14	4	12	11441111322200	1	1
M??CA?orG^Hs^_nO?	14	31	14	4	12	11441111322200	1	1
M??CAAo{A\@}nO^_?	14	32	14	5	10	31331111440022	1	1
M??CAAo{A\@}nONo?	14	32	14	5	10	30331111440022	1	1
M??CAAoQg^NolS~??	14	32	14	5	11	14114143233020	1	1
M??CAAoQg^FwlS~??	14	32	14	5	12	14114141233020	1	1
M??CAAoRg^NonO~??	14	33	14	4	10	41441111322000	1	1
M??CABo{F_NonOB}?	14	33	14	4	6	00003333111442	1	1
M??CABo{FwNonOB{?	14	34	14	4	8	00003333114442	1	1
M??CABo{B{NonOB{?	14	34	14	4	8	44441111330002	1	1
M??CABo{B{VgB{No?	14	34	14	4	8	44441111330020	1	1
M??CABo{B{VgB{B{?	14	34	14	6	6	11113333002244	1	1
M??CABoy?^Ay^_nO?	14	32	14	4	12	11111444223300	1	1
M??CABor?^EY^_nO?	14	32	14	4	15	11441144020300	1	1
M??CABoY_^Qi~?No?	14	32	14	4	15	41141414020300	1	1
M??CABoR_^UI~?^_?	14	32	14	4	12	11114441233200	1	1
M??CABoR_^UI~?No?	14	32	14	4	12	11114441233200	1	1
M??CABoB~wNo^_nO?	14	35	14	3	10	44441111320000	1	1
M??CABoBz{Vg~?~??	14	35	14	3	10	44111133320000	1	1
M??CABoBz{Vg~?No?	14	35	14	3	10	11114444230000	1	1
M??CABoBz{Vg^_^_?	14	35	14	3	9	31114442230000	1	1
M??CABoBz{Vg^_nO?	14	35	14	3	10	11114444230000	1	1
M??CA?wMEH_}^_nO?	14	30	14	5	10	44111444223300	1	1
M??CABw}FoNonO@}?	14	35	14	3	6	11111333000224	1	1
M??CE@_{Cx@}^_No?	14	32	14	5	12	03331111440022	1	1
M??CE@_WfwReNoFw?	14	32	14	6	12	33111144132200	1	1
M??CE@_[`ePf~?Fw?	14	31	14	5	13	13331133144022	1	1
M??CE@_eJK~_FwNo?	14	32	14	5	14	14411441323000	1	1
M??CE@_fJ{Fw~?Fw?	14	34	14	5	10	33111144422020	1	1
M??CEB_~FwB{^_No?	14	36	14	4	6	44111133300202	1	1
M??CEB_~?~No^_No?	14	36	14	4	7	44111113302002	1	1
M??CEB_Wfw^_F[No?	14	33	14	5	9	44111133330022	1	1
M??CEB_WfwBm^_No?	14	33	14	5	10	44411113330200	1	1
M??CEB_WfwBmNoNo?	14	33	14	5	11	33111144442000	1	1
M??CEB_W`E^_NoFM?	14	30	14	6	13	03300030222441	1	1
M??CEB_Wcw~_FwNo?	14	32	14	5	11	33111144432200	1	1
M??CEB_Wcw~_F[No?	14	32	14	6	12	44411143332020	1	1
M??CEB_WcwnoFwNo?	14	32	14	5	13	21144411123000	1	1
M??CE?o{@e@}rI^_?	14	31	14	6	15	11331130424002	1	1
M??CE?o{EX@}^_No?	14	32	14	6	12	03331111440022	1	1
M??CE?o{A\XcNoB{?	14	31	14	5	14	21441111332202	1	1
M??CE?oqI\@{Ls~??	14	31	14	6	15	22442441013003	1	1
M??CE?oqG^Ey~?^_?	14	32	14	5	12	33113114040022	1	1
M??CE?orG^^_No^_?	14	33	14	5	12	33111144120200	1	1
M??CE?orG^Hs~?No?	14	32	14	5	13	11441111322200	1	1
M??CE@o{@ePdB{^_?	14	31	14	6	13	03331111442002	1	1
M??CE@o[`e@{bM~??	14	31	14	5	13	13331131444002	1	1
M??CEBo{Bc^_B]No?	14	33	14	4	10	00003331111424	1	1
M??CEBo{?^noNo~??	14	35	14	5	8	03331111440222	1	1
M??CEBor?^EY~?^_?	14	33	14	5	13	11444422003300	1	1
M??CEBor?^EY^_^_?	14	33	14	5	13	31111144223300	1	1
M??CEBo[bcFwB]~??	14	33	14	4	10	00003303111424	1	1
M??CEBoB~w^_No^_?	14	36	14	4	8	44111133020020	1	1
M??CEBoB~wFw^_^_?	14	36	14	4	8	31114442230000	1	1
M??CEAwm@qFw~?Pm?	14	33	14	4	10	23000333111412	1	1
M??CEA{nDwFg^_On?	14	35	14	3	6	43111133000024	1	1
M??CEA{n@yFg^_On?	14	35	14	3	7	43111134000024	1	1
M??CEB{~FwFw^_~??	14	39	14	2	3	20000033111441	1	1
M??CEB{Nr{No^_^_?	14	39	14	2	6	30000022411111	1	1
M??CE@A{?]vcNo~??	14	32	14	5	11	11444422103030	1	1
M??CE@A{?]vcNo^_?	14	32	14	5	12	44111133402022	1	1
M??CE@A{?]vcNW^_?	14	32	14	5	14	31114444123000	1	1
M??CE@A~FwFw^_nG?	14	35	14	3	8	44111133300200	1	1
M??CE@A~FwFwnGNo?	14	35	14	4	6	44111133400202	1	1
M??CE@A~FwFwnGNW?	14	35	14	4	7	44111133300202	1	1
M??CE@A~B{FkNonG?	14	35	14	5	9	34111143300202	1	1
M??CE@A~B{FkNWNW?	14	35	14	4	5	33111134422000	1	1
M??CE@a{?]rc~?No?	14	32	14	5	13	44111133402002	1	1
M??CE@a{?]rc^_No?	14	32	14	5	14	24441113032000	1	1
M??CE@a{?]bkNo~??	14	32	14	5	13	11144442223300	1	1
M??CE@afNw^_^_No?	14	35	14	3	10	44111133300002	1	1
M??CE@afNw^_NoNo?	14	35	14	4	8	33111144322200	1	1
M??CE@afNwNo^_No?	14	35	14	3	10	21144411230000	1	1
M??CE@afNwNoNoNo?	14	35	14	4	9	44111133400222	1	1
M??CE@afNwFwNoNo?	14	35	14	4	7	33111144322000	1	1
M??CE@afKx^_^_No?	14	34	14	4	9	34411144322000	1	1
M??CE@afKx^_NoNo?	14	34	14	5	9	34411144322000	1	1
M??CE@afGz^_~?No?	14	34	14	5	10	44111133302002	1	1
M??CE@afGz^_No^_?	14	34	14	5	11	14411141322000	1	1
M??CE@q[bcPfNo~??	14	33	14	4	8	30003303111244	1	1
M??CB@_{F_NofWB}?	14	32	14	5	11	00003331111422	1	1
M??CB@_{FwRkB{^_?	14	33	14	5	9	14411113330220	1	1
M??CB@_{CzRkB{^_?	14	33	14	5	10	42244441110003	1	1
M??CB@_{Cz@}^_^_?	14	33	14	6	9	13311114440022	1	1
M??CB@_{Cz@}^_Fw?	14	33	14	4	10	22244441110030	1	1
M??CB@_EFG_}^_fW?	14	29	14	5	13	14411113310202	1	1
M??CB@_}FoNofW@}?	14	33	14	4	10	14411113300024	1	1
M??CB@_~Cz^_Fw^_?	14	35	14	5	6	14411113302020	1	1
M??CBB_{CyNoFwB{?	14	33	14	4	10	22244441110300	1	1
M??CBB_Wfw^_fSFw?	14	33	14	5	9	14411113330022	1	1
M??CBB_WfwNoFwfS?	14	33	14	5	9	14411113330022	1	1
M??CBB_WfwB{FwfS?	14	33	14	5	10	44411113330222	1	1
M??CBB_WfwB{fSfS?	14	33	14	4	10	14411113330222	1	1
M??CBB_W_z~_FwfS?	14	33	14	4	10	13311114440200	1	1
M??CBB_[bc^_bUFw?	14	32	14	6	13	30003301111422	1	1
M??CBB_[cYrgFw~??	14	32	14	5	13	24422220001113	1	1
M??CBB_[cYrgFw^_?	14	32	14	5	13	43311134420002	1	1
M??CBB_[cYb{~?~??	14	33	14	5	11	11144422223300	1	1
M??CBB_[cYb{^_~??	14	33	14	5	11	13311114440022	1	1
M??CBB_[cYb{Fw~??	14	33	14	6	11	33311114420002	1	1
M??CBB_[_ZrgFw~??	14	32	14	5	12	44422200001313	1	1
M??CBB_[_ZrgFw^_?	14	32	14	5	12	03311114420002	1	1
M??CBB_fSyRg^_Fw?	14	33	14	4	10	03300002211141	1	1
M??CBB_fSyB{~?^_?	14	34	14	4	9	14411113322200	1	1
M??CBB_fSyB{^_^_?	14	34	14	4	9	14411113322200	1	1
M??CBB_fO~^_~?^_?	14	35	14	4	8	14411113322000	1	1
M??CBB_fO~^_^_^_?	14	35	14	4	8	13311114400222	1	1
M??CBB_fO~No^_^_?	14	35	14	4	7	24411113322000	1	1
M??CBB_fO~B{~?^_?	14	35	14	5	7	33311114400022	1	1
M??CBB_fO~B{^_^_?	14	35	14	5	7	03311114400022	1	1
M??CB@O{CyTcB{^_?	14	31	14	5	14	33331114442202	1	1
M??CB@OaW}Ds~?\c?	14	31	14	4	15	11114442213300	1	1
M??CB@ObW}Ds~?^_?	14	32	14	5	12	14441113322200	1	1
M??CBBOwCyDs^_Fs?	14	31	14	5	14	44411113330002	1	1
M??CBBOk@\HqFofO?	14	29	14	5	15	34431113440022	1	1
M??CBBO{@\RgB{^_?	14	32	14	6	12	33131111440202	1	1
M??CBBOy?mrgJg^_?	14	31	14	5	15	31141442423300	1	1
M??CBBOW_}Ds~?fS?	14	31	14	5	14	14411113032002	1	1
M??CBBOeRKbwJg~??	14	31	14	5	15	14411441223030	1	1
M??CBBOePL`{~?^_?	14	32	14	6	13	11411443223300	1	1
M??CBBObRcbwJg~??	14	31	14	5	16	14441143023000	1	1
M??CBBOfO}Ds^_~??	14	33	14	4	13	44111133302200	1	1
M??CBBOBx\Rg^_~??	14	33	14	5	12	44141111322000	1	1
M??CB@o{?}PkB{^_?	14	32	14	5	11	03331114442002	1	1
M??CB@o{CZRgB{^_?	14	32	14	5	11	13331114440202	1	1
M??CB@obW^Rg^_~??	14	33	14	5	9	14441113322200	1	1
M??CBBo{CyRgB{^_?	14	33	14	5	11	33331111442202	1	1
M??CBBo{Cy@}~?^_?	14	34	14	4	9	00003331114244	1	1
M??CBBo{Cy@}^_^_?	14	34	14	5	9	24441113330200	1	1
M??CBBo{Cy@}^_B{?	14	34	14	5	8	44442220003131	1	1
M??CBBo{?}RgB{^_?	14	33	14	5	11	33331111442202	1	1
M??CB?W`[qBw~?Xi?	14	30	14	5	15	41144112333002	1	1
M??CB?W`[yBwXg~??	14	30	14	5	15	14411113122200	1	1
M??CB?W`WuKsxI~??	14	30	14	4	13	11133130404002	1	1
M??CB?W`W}BwXg~??	14	30	14	5	15	14411113122200	1	1
M??CB?W`W}Ks~?~??	14	31	14	5	15	11144111320200	1	1
M??CB?W`W}Ks~?^_?	14	31	14	4	15	11144111320200	1	1
M??CB?W`W}Ks~?]c?	14	31	14	4	16	41111412230002	1	1
M??CB?W`WNRgxG^_?	14	29	14	5	16	14444113322000	1	1
M??CBAPwFw^_ZgFs?	14	33	14	5	11	44411113430002	1	1
M??CBAPwFwLsFs^_?	14	33	14	5	11	44411113430020	1	1
