g6	n	m	Q	bip	dist	phi	tf	mtf
N????B_eCMN@FwXs?}_	15	33	15	5	16	333331111404200	1	1
N????B_eCMN@FwXsB{?	15	33	15	4	16	333441114323020	1	1
N????B_eCMN@FwXs^w?	15	35	15	3	16	144441113323000	1	1
N????B_eCMOw]BFwKy?	15	32	15	4	16	133331113300422	1	1
N????B_eEKFHXsFw^w?	15	35	15	3	16	444114413232020	1	1
N????B_eEgDXFwXs^w?	15	35	15	3	16	220200003334111	1	1
N????B_eFG?}EyXs^w?	15	35	15	5	13	444111113132200	1	1
N????B_eFGKyEyFw^w?	15	36	15	4	12	444111113030220	1	1
N????B_eF_@|FwXs^w?	15	36	15	4	12	444111113032200	1	1
N????B_fAeKYjAFw^w?	15	35	15	3	15	141111440233200	1	1
N????B_fBEb{FwFw^w?	15	38	15	4	9	333111114020002	1	1
N????B_fBEb{Fw~o^w?	15	40	15	3	9	444111113002200	1	1
N????B_fBEb{~o~o^w?	15	42	15	2	8	144111113232000	1	1
N????B_fCeKYZAFw^w?	15	35	15	3	16	022000003443341	1	1
N????B_fCsKYXQFw^w?	15	35	15	3	14	022000023443311	1	1
N????B_fCwB{FwWu^w?	15	37	15	4	11	411444111330020	1	1
N????B_fCwB{Wu~o^w?	15	39	15	3	9	411444110330200	1	1
N????B_fCwKZWuFw^w?	15	37	15	5	9	422444221001133	1	1
N????B_fCwR_FwWv^w?	15	36	15	4	8	033000333111424	1	1
N????B_fEEF`WsFw^w?	15	35	15	3	14	444111443232300	1	1
N????B_fEcDhWsFw^w?	15	35	15	3	16	444111413232320	1	1
N????B_fF_KYFwBy^w?	15	36	15	4	12	222244441313003	1	1
N????B_s?\}HFwJs^w?	15	37	15	5	10	444411113323220	1	1
N????B_s?^`}FwJs^w?	15	38	15	4	6	444422220011113	1	1
N????B_s?^b{FwJs^w?	15	38	15	4	8	333111114400002	1	1
N????B_s?^b{Js~o^w?	15	40	15	4	6	444411113322200	1	1
N????B_s?~B{FwJs^w?	15	38	15	4	8	333111114400002	1	1
N????B_s?~B{JsJs^w?	15	38	15	4	10	441111113322220	1	1
N????B_s?~B{Js~o^w?	15	40	15	3	7	444111113322200	1	1
N????B_s?~Dy~o~o^w?	15	42	15	2	6	441111113322000	1	1
N????B_sCWMXFwJs^w?	15	35	15	3	15	220000003301441	1	1
N????B_sC[MHFwJs^w?	15	35	15	3	14	444411113323220	1	1
N????B_sDODyTqFw^w?	15	35	15	3	14	222000003331141	1	1
N????B_sDWIXFwJs^w?	15	35	15	3	15	220000003311441	1	1
N????B_sD_B{JsRq^w?	15	35	15	3	12	222200003334441	1	1
N????B_sEO@}DyHu^w?	15	35	15	5	12	331111114440002	1	1
N????B_sEOB{JsLq^w?	15	35	15	3	12	220000003334441	1	1
N????B_sEWEXFwJs^w?	15	35	15	3	14	220000003334441	1	1
N????B_sF?DyB}Fy^w?	15	37	15	5	8	444111113330220	1	1
N????B_sF?DyFyFy^w?	15	37	15	5	8	222000003331441	1	1
N????B_sF?DyFy~o^w?	15	38	15	3	7	222000003331411	1	1
N????B_sF?DyJsFy^w?	15	36	15	4	11	444111113130020	1	1
N????B_sFODyB{Dy^w?	15	36	15	5	11	444111113330220	1	1
N????B_sFODyDyFw^w?	15	36	15	4	11	222000003331441	1	1
N????B_sF_B{JsB}^w?	15	37	15	5	8	444411113332220	1	1
N????B_uEoCzFwFw^w?	15	37	15	4	11	441441111332000	1	1
N????B_uEoCzFw~o^w?	15	39	15	3	8	441441113332000	1	1
N????B_uEoZ?FwHv^w?	15	36	15	4	8	003003331111424	1	1
N????B_uF_CyFwBy^w?	15	36	15	4	11	222244441110003	1	1
N????B_w?w?^FKwq~w?	15	34	15	5	11	111333110041402	1	1
N????B_w?w?^waF[~w?	15	34	15	5	10	111333130041042	1	1
N????B_w?w?^wqF{^w?	15	35	15	5	11	444111113312020	1	1
N????B_w?w?^wq~@B}?	15	34	15	5	13	444111113324302	1	1
N????B_w?w[@?}F|^w?	15	34	15	4	9	111333330040142	1	1
N????B_w?xbeF{wr^w?	15	38	15	5	7	111333110044402	1	1
N????B_w?x{XF{F{^w?	15	39	15	5	6	222444441101003	1	1
N????B_w?x{XF{~o^w?	15	40	15	5	5	444111113323200	1	1
N????B_w?~b}F{F{^w?	15	42	15	3	0	333000002211114	1	1
N????B_w?~b}F{~o^w?	15	43	15	6	0	333111114400022	1	1
N????B_w?~b}~o~o^w?	15	44	15	4	0	444111113322000	1	1
N????B_w?~~w~o~o^w?	15	45	15	2	0	444111113320000	1	1
N????B_wCo?~XqF{^w?	15	36	15	6	10	444111113312020	1	1
N????B_wCoK`@}E|^w?	15	34	15	6	12	444111113333220	1	1
N????B_wCoKpE\@}^w?	15	34	15	6	14	111333330032142	1	1
N????B_wCoKxF{F{^w?	15	37	15	5	9	444111113300220	1	1
N????B_wCoKxF{~o^w?	15	38	15	3	9	444111113300200	1	1
N????B_wCoKxXqF{^w?	15	36	15	4	11	444111113310020	1	1
N????B_wCwKXFLF{^w?	15	36	15	6	11	111333330020442	1	1
N????B_wCwKXF{F{^w?	15	37	15	5	9	333111114422002	1	1
N????B_wCwKXF{~o^w?	15	38	15	3	9	111444442200300	1	1
N????B_wCwR_WrF{^w?	15	35	15	4	13	411444111133200	1	1
N????B_wF?^?@~~oB~?	15	37	15	5	5	000333331111242	1	1
N????B_wF?^wF}~oB~?	15	41	15	6	0	333111114442020	1	1
N????B_wF?^wF}~o^w?	15	41	15	3	0	444111113330200	1	1
N????B_wF_BewpB}^w?	15	36	15	5	8	000333331112124	1	1
N????B_wF_B}B}B}^w?	15	39	15	4	4	333111114440002	1	1
N????B_wF_B}B}~o^w?	15	40	15	5	3	333111114440022	1	1
N????B_wF_B}F{B}^w?	15	39	15	4	4	222444441110003	1	1
N????B_wFo^?@~F{^w?	15	38	15	5	8	111113330000442	1	1
N????B_{?^`}Fw~o^w?	15	41	15	5	3	444411113322200	1	1
N????B_{?~@}Fw~o^w?	15	41	15	4	4	444111113322200	1	1
N????B_{?~@}~o~o^w?	15	43	15	3	3	444111113322000	1	1
N????B_{FO@}@}Dy^w?	15	37	15	5	8	111113330004442	1	1
N????B_{FO@}B{Dy^w?	15	37	15	5	8	111133330004442	1	1
N????B_{FO@}DyFw^w?	15	37	15	5	8	333111114440002	1	1
N????B_{FO@}Dy~o^w?	15	39	15	4	6	333111114440022	1	1
N????B_{F_B{B}B}^w?	15	39	15	5	4	222244441110003	1	1
N????B_{F_B{B}~o^w?	15	40	15	4	4	333311114440022	1	1
N????B_{F_B{FwB}^w?	15	38	15	5	7	444111113332220	1	1
N????B_{F_]?Fw~o@~_	15	37	15	5	5	000033331111242	1	1
N????B_}Fo^?Fw@~^w?	15	39	15	4	6	111113330000242	1	1
N????BoB~o^?}?@z~w?	15	39	15	4	5	111113330400042	1	1
N????BoB~}^w~o~o^w?	15	49	15	1	0	111144442300000	1	1
N????Bob_^MI~o~o^w?	15	42	15	2	6	111144412332000	1	1
N????BobeQEpBw[S^w?	15	35	15	3	15	111144412300320	1	1
N????BobfA@{[SFa^w?	15	35	15	3	12	111144412323230	1	1
N????Bor?^EY~o~o^w?	15	42	15	2	9	111144442030000	1	1
N????BorDS@{KsTQ^w?	15	35	15	3	18	141414140020030	1	1
N????BorEE@{KsNA^w?	15	35	15	3	18	114444110020030	1	1
N????BorEE]?KsNA@{_	15	32	15	4	18	222244441331330	1	1
N????BoyCk@{DsYQ^w?	15	35	15	3	14	111414442233320	1	1
N????BoyF_\?ByDt^w?	15	36	15	4	10	000003331111224	1	1
N????Bo{?^`}~o~o^w?	15	44	15	4	0	111144442233000	1	1
N????Bo{?^~w~o~o^w?	15	46	15	2	0	111144442230000	1	1
N????Bo{C[MHB{B{^w?	15	37	15	5	8	111133330040442	1	1
N????Bo{C[MHB{~o^w?	15	39	15	3	7	111144442232300	1	1
N????Bo{C[PoB{[R^w?	15	36	15	4	11	022200003344431	1	1
N????Bo{EWEXB{B{^w?	15	37	15	5	9	111133330022442	1	1
N????Bo{EWEXB{~o^w?	15	39	15	3	9	444411113300200	1	1
N????Bo{EWX_B{Kr^w?	15	36	15	4	14	441144110033020	1	1
N????Bo{F_@~B}B}^w?	15	41	15	4	0	111133330004442	1	1
N????Bo{F_@~B}~o^w?	15	42	15	6	0	444411113332200	1	1
N????Bo{F_@~~o~o^w?	15	43	15	3	0	444411113332000	1	1
N????Bo{F_Po[PB}^w?	15	36	15	4	8	000033331112124	1	1
N????Bo{F_X_KpB}^w?	15	36	15	4	9	000033331114424	1	1
N????Bo{F_]?~oB~^w?	15	40	15	4	0	111133330000242	1	1
N????Bo{F_^?B}@~^w?	15	39	15	4	3	222244441111003	1	1
N????Bo{Fo^?B{@~^w?	15	39	15	4	5	111113330000442	1	1
N????Bw}Fo^?@~~o^w?	15	43	15	3	0	111113330000422	1	1
N????Bw}Fo^?}?~o?~o	15	41	15	3	0	000003331111142	1	1
N????B~~v}^w~o~o^w?	15	56	15	0	0	111111110000000	1	1
N???C@?GF?F{VsfkB~?	15	35	15	3	12	333111111140000	1	1
N???C@?GF?NwngvcB~?	15	35	15	4	12	333111111142220	1	1
N???C@?GF_@~NwVsRu?	15	35	15	4	12	333311111140222	1	1
N???C@?GF_Nwngvc@~?	15	35	15	4	12	444411111130002	1	1
N???C@?GFo?~^ongZq?	15	35	15	4	12	111114444423000	1	1
N???C@?GF{F{VsfkNw?	15	38	15	3	12	311111113300020	1	1
N???C@?GF{F{Vsfk^o?	15	38	15	3	12	111111133302220	1	1
N???C@?K@_^oNwRuPv?	15	34	15	6	10	113311111442200	1	1
N???C@?KE?`}^ongF|?	15	35	15	3	14	331111111340000	1	1
N???C@?KE?hybk~_F|?	15	34	15	5	13	114411111342200	1	1
N???C@?KEO`}Ly^oVs?	15	35	15	4	14	331131111342022	1	1
N???C@?KEOhybk~_E|?	15	34	15	5	15	114411111342200	1	1
N???C@?KEWe\B{^oVs?	15	35	15	5	14	114411444123000	1	1
N???C@?KEWe\Rsbk^o?	15	34	15	5	14	113311133404002	1	1
N???C@?KE[`}Rs^oVs?	15	36	15	4	12	113311111400022	1	1
N???C@?KE[`}^ongNw?	15	37	15	4	12	114411111322000	1	1
N???C@?KE[`}^ong^o?	15	37	15	4	12	114411111322000	1	1
N???C@?KE[`}rc^oVs?	15	36	15	4	12	113311111400022	1	1
N???C@?KF_HybkB}F{?	15	34	15	4	12	333311111440002	1	1
N???C@?KF_XqB}^oVs?	15	35	15	5	13	333311111440022	1	1
N???C@?M@oWr@}^oVs?	15	34	15	6	10	114441111332200	1	1
N???C@?MEG_}My^oVs?	15	35	15	4	15	441114444233000	1	1
N???C@?MEK_}MY^oVs?	15	35	15	5	13	114441111322300	1	1
N???C@?MEK_}^ongNw?	15	36	15	4	12	114441111322000	1	1
N???C@?MEK_}^ong^o?	15	36	15	4	12	114441111322000	1	1
N???C@?gF?Jy^ongB~?	15	36	15	5	10	313111111440220	1	1
N???C@?gF?JyngNwB~?	15	36	15	4	10	313111111440220	1	1
N???C@?gF_JyngB}F{?	15	36	15	5	12	444411111330020	1	1
N???C@?gF_NwVsng@~?	15	36	15	5	12	444411111330002	1	1
N???C@?gFo?~ngVsNw?	15	36	15	5	13	311114444423000	1	1
N???C@?gF{VsVsF{Nw?	15	39	15	4	9	313111141422000	1	1
N???C@?kAQ`}Nwli^o?	15	36	15	5	14	414411111322000	1	1
N???C@?kAQ`}^oli^o?	15	36	15	5	13	141141143233020	1	1
N???C@?kAYuTB{^o^o?	15	36	15	5	12	414411111323200	1	1
N???C@?kAYuTB{~_F{?	15	36	15	5	12	414411111323200	1	1
N???C@?kA]`}^ong^o?	15	38	15	4	10	414411111322000	1	1
N???C@?kF_HyB}ngF{?	15	36	15	5	10	313311111440022	1	1
N???C@?kF_HyB}ngNw?	15	36	15	5	10	313311111440022	1	1
N???C@?w?bb}za^oVs?	15	37	15	5	12	331111144430200	1	1
N???C@?w?~b}F{^oVs?	15	40	15	3	6	333111111400022	1	1
N???C@?w?~b}^o^oVs?	15	40	15	4	8	333111111400222	1	1
N???C@?w?~b}^ongF{?	15	40	15	3	8	333111111400220	1	1
N???C@?w?~nw^o^oVs?	15	40	15	3	8	341111113320002	1	1
N???C@?w?~nw^ongF{?	15	40	15	3	10	331111114402200	1	1
N???C@?w?~nw^ongVs?	15	40	15	3	10	341111143400022	1	1
N???C@?w?~nwngNwF{?	15	40	15	3	10	331111141400200	1	1
N???C@?w@BBrFe^oVs?	15	34	15	5	10	444111144332200	1	1
N???C@?w@BBrF{^oVs?	15	35	15	4	13	333111111440022	1	1
N???C@?w@BBr^ongNw?	15	35	15	4	12	444111144332000	1	1
N???C@?w@BBr^ong^o?	15	35	15	4	12	444111144332000	1	1
N???C@?w@BB}va^oVs?	15	36	15	4	13	331111144430200	1	1
N???C@?w@bXpF{^oVs?	15	36	15	4	15	331111144432000	1	1
N???C@?wAa^oF{jiF{?	15	36	15	4	12	441111131340202	1	1
N???C@?wAa^o^oF{Tt?	15	36	15	4	13	141111113330022	1	1
N???C@?wAqStF{ngNw?	15	36	15	4	14	341111141432020	1	1
N???C@?wAqSt~_F{F{?	15	36	15	4	14	441111131340022	1	1
N???C@?wAqSt~_F{Nw?	15	36	15	4	15	141441141232000	1	1
N???C@?wBABvF{ngNw?	15	36	15	5	10	333111111440022	1	1
N???C@?wBABvF{ng^o?	15	36	15	5	9	333111141440022	1	1
N???C@?wBABvngNw^o?	15	36	15	4	10	333111131440222	1	1
N???C@?wBAB}fingNw?	15	36	15	4	12	144111111332200	1	1
N???C@?wBAB}fing^o?	15	36	15	4	11	333111141440022	1	1
N???C@?wBASC~_FfF{?	15	32	15	5	12	444111111333020	1	1
N???C@?wBa@v^oF{Vs?	15	36	15	5	12	333111111440202	1	1
N???C@?wBa@v~_F{Vs?	15	36	15	5	11	444111131332020	1	1
N???C@?wBaPtF{ngNw?	15	36	15	4	14	144411141332000	1	1
N???C@?wBaPt~_F{F{?	15	36	15	4	14	144411141332000	1	1
N???C@?wBaPt~_F{Vs?	15	36	15	4	13	444111131330020	1	1
N???C@?wBaUCBf~_B}?	15	33	15	6	14	222200000333414	1	1
N???C@?wE_NwF{ngD|?	15	36	15	4	12	441111111330202	1	1
N???C@?wEoC|F{^oVs?	15	36	15	4	14	441441111332000	1	1
N???C@?wF_NwngB}B}?	15	37	15	5	9	444111111330022	1	1
N???C@?wFo?~F{^oVs?	15	37	15	5	11	333111111440022	1	1
N???C@?wF{B}F{^oVs?	15	40	15	4	8	333111111420022	1	1
N???C@?wF{B}^o^oVs?	15	40	15	3	9	444111113302000	1	1
N???C@?wF{B}^ongF{?	15	40	15	3	9	441111133302002	1	1
N???C@?wF{^oF{^oVs?	15	40	15	3	8	441111133300200	1	1
N???C@?{?Z`}{a^oVs?	15	37	15	5	9	111144144233200	1	1
N???C@?{?^`}Nw^oVs?	15	39	15	4	8	333311111400222	1	1
N???C@?{?^`}^o^oVs?	15	39	15	4	8	111144444233000	1	1
N???C@?{?^`}^ong^o?	15	39	15	4	8	444411111322000	1	1
N???C@?{?^nw^o^oVs?	15	40	15	3	10	341111113320002	1	1
N???C@?{?^nw^ongF{?	15	40	15	3	10	444411111320000	1	1
N???C@?{?^nw^ongVs?	15	40	15	3	10	444411111320000	1	1
N???C@?{?^nwngNwF{?	15	40	15	3	10	444411111320000	1	1
N???C@?{?^~o^o^oVs?	15	40	15	3	10	444411111320000	1	1
N???C@?{?^~o^ongF{?	15	40	15	3	10	333311111402222	1	1
N???C@?{?^~o~_^oVs?	15	40	15	3	10	441111133320000	1	1
N???C@?{@R@}ta^oVs?	15	36	15	4	14	441411111322300	1	1
N???C@?{@b@}ra^oVs?	15	36	15	4	16	114411144030200	1	1
N???C@?{@bMGBf^oVs?	15	34	15	5	12	144411141333200	1	1
N???C@?{@bMGBfbhNw?	15	33	15	5	12	411144414222330	1	1
N???C@?{@b]?Bf^oVs?	15	34	15	5	12	444411111333200	1	1
N???C@?{AY@}ki~_F{?	15	36	15	4	14	414411111322300	1	1
N???C@?{AY@}ki~_Nw?	15	36	15	4	14	414411111322300	1	1
N???C@?{BQ@}di~_F{?	15	36	15	4	16	144141141030200	1	1
N???C@?{Ba@vB{ngNw?	15	36	15	5	10	111144414223300	1	1
N???C@?{Ba@vB{ng^o?	15	36	15	5	10	111144414223300	1	1
N???C@?{Ba@v~_NwVs?	15	37	15	4	10	444411141332000	1	1
N???C@?{Ba@}bi~_F{?	15	36	15	4	12	144411111332200	1	1
N???C@?{Ba@}bi~_Vs?	15	36	15	4	12	144411111332200	1	1
N???C@?{EW@}Ky^oVs?	15	36	15	4	16	441144111030200	1	1
N???C@?{FO@}Dy^oVs?	15	36	15	4	12	444111111332200	1	1
N???C@?{F_Nw^ong@~?	15	38	15	4	8	444411111330002	1	1
N???C@?{F_NwngB}@~?	15	38	15	6	6	444411111330022	1	1
N???C@?{F_NwngB}F{?	15	38	15	4	8	444411111330020	1	1
N???C@?{F_]?^ong@~_	15	36	15	5	6	000033333111442	1	1
N???C@?{F_^o^ong@~?	15	38	15	4	8	444411111330002	1	1
N???C@?}Fo^?^ong?~_	15	38	15	4	6	111113333000224	1	1
N???C@?~`~Nwng~_^o?	15	44	15	2	6	441111133020000	1	1
N???C@?~`~^oNw^oVs?	15	44	15	2	6	441111133020200	1	1
N???C@?~b}^o^ongF{?	15	44	15	2	7	141111113000022	1	1
N???C@_ECH_}fgxcNX?	15	33	15	6	17	311113113344220	1	1
N???C@_ECHb{Xs~_NX?	15	35	15	4	16	411114114430002	1	1
N???C@_ECL_}fgxcNw?	15	34	15	5	16	144441113322000	1	1
N???C@_ECLb{XsFw^o?	15	35	15	5	15	133111114100202	1	1
N???C@_ECLb{Xs~_Nw?	15	36	15	5	15	111441111320200	1	1
N???C@_ECLb{Xs~_^o?	15	36	15	5	15	111441111320200	1	1
N???C@_ECLnHFwXs^o?	15	35	15	5	16	144441141123000	1	1
N???C@_ECLouFwXs^o?	15	34	15	5	16	144441113322000	1	1
N???C@_ECLrcWtFw^o?	15	34	15	5	16	144111441222300	1	1
N???C@_ECLrsFwXs^o?	15	35	15	5	15	133111114100022	1	1
N???C@_ECL~?FwXs?}_	15	33	15	5	16	333331111104000	1	1
N???C@_ECp?}xcXuNw?	15	34	15	4	14	311331110440002	1	1
N???C@_ECpOuFw~_Kz?	15	34	15	6	16	411441114330002	1	1
N???C@_EKpB{xcXuNw?	15	36	15	6	12	244224442113003	1	1
N???C@_EKpB{xcXu^o?	15	36	15	6	12	244224442113003	1	1
N???C@_EKp[AXuFx^o?	15	35	15	6	14	444111113443020	1	1
N???C@_EKxKZFwxc^o?	15	36	15	6	14	144111443223000	1	1
N???C@_EK|[qFwXs^o?	15	37	15	5	13	133441114302020	1	1
N???C@_F?wOVWuFw^o?	15	33	15	5	13	111444111332200	1	1
N???C@_FCDkYFwFw^o?	15	34	15	5	16	111444111322000	1	1
N???C@_FCDkYFwfg^o?	15	34	15	5	16	111444111322000	1	1
N???C@_FCDkYFw~_Nh?	15	35	15	4	17	444111444233000	1	1
N???C@_FCDkYFw~_Nw?	15	35	15	4	15	111444111322000	1	1
N???C@_FCDkYFw~_^o?	15	35	15	5	15	111444111322000	1	1
N???C@_FCDrcWtFw^o?	15	34	15	5	15	133111334030402	1	1
N???C@_SCPb{Js~_Mx?	15	35	15	4	15	141111113342200	1	1
N???C@_SCXmXFwJs^o?	15	35	15	5	16	124411441123000	1	1
N???C@_SC\b{Js~_Nw?	15	37	15	5	12	144411113322200	1	1
N???C@_SF_RsjcB}Nw?	15	35	15	6	14	144411113330020	1	1
N???C@_UCHcyFw~_NX?	15	35	15	4	17	414114442233000	1	1
N???C@_UCLcyFw~_Nw?	15	36	15	5	14	141441111322000	1	1
N???C@_UCLcy]QFw^o?	15	35	15	5	15	141441111322300	1	1
N???C@_W?o[p@}^oRu?	15	33	15	6	13	144111113310202	1	1
N???C@_W?w[P?}^oRu?	15	32	15	5	16	300333331121042	1	1
N???C@_WF_RuB}B}Nw?	15	37	15	4	10	133111114440002	1	1
N???C@_WF_RuB}^oB}?	15	37	15	4	10	222444441110030	1	1
N???C@_WF_RuB}^oNw?	15	37	15	6	9	133111114440022	1	1
N???C@_WF_RufkB}Nw?	15	37	15	5	10	422444441110003	1	1
N???C@_WF_]?^ofk@~_	15	35	15	5	11	000033331111422	1	1
N???C@_WF_^ofkB}Nw?	15	37	15	6	9	144111113330220	1	1
N???C@_WFo?~^oF{Ru?	15	37	15	5	11	133111114420200	1	1
N???C@_WFo?~^o^oRu?	15	37	15	6	11	144111113302002	1	1
N???C@_WFo^?@~^oRu?	15	36	15	5	11	333331111144022	1	1
N???C@_WF{Ru~_F{Nw?	15	40	15	5	6	144111113302020	1	1
N???C@_[CXmXB{Fw^o?	15	36	15	6	13	422244441101003	1	1
N???C@_[CXmXB{fg^o?	15	36	15	6	13	422244421101003	1	1
N???C@_[C\`}fg^o^o?	15	38	15	5	9	133311114400022	1	1
N???C@_[F_B{bkB}Nw?	15	36	15	5	11	222244441110003	1	1
N???C@_[F_PufgB}Nw?	15	36	15	6	11	422244441110003	1	1
N???C@_cGYb{fg{aLy?	15	35	15	6	15	344311113402240	1	1
N???C@_cGYb{{aZs^o?	15	36	15	5	15	311311140430202	1	1
N???C@_cGZB{fg{aLy?	15	35	15	5	15	411444442113300	1	1
N???C@_cGZB{{a~_Ly?	15	36	15	5	14	444111113422300	1	1
N???C@_cGZRs{a^oLy?	15	36	15	5	15	244411413422300	1	1
N???C@_cGrB{Xe~_Ly?	15	36	15	5	14	411441142330200	1	1
N???C@_cGrB{xa~_Ly?	15	36	15	5	14	444111113422300	1	1
N???C@_cGrRsXeZs^o?	15	36	15	6	13	311311143442002	1	1
N???C@_cGrRsxa^oLy?	15	36	15	5	15	244114413422300	1	1
N???C@_cGrRsxa~_Ly?	15	36	15	5	15	411411132330002	1	1
N???C@_cG~B{Fw~_Ly?	15	38	15	4	8	333111114300022	1	1
N???C@_cG~B{ZsZs^o?	15	39	15	4	10	444111113422000	1	1
N???C@_cG~B{Zs~_^o?	15	39	15	4	10	444111113422000	1	1
N???C@_cG~B{^oZs^o?	15	39	15	4	10	444111113422000	1	1
N???C@_cG~LyZsZs^o?	15	40	15	3	8	311311113420002	1	1
N???C@_cG~LyZs^o^o?	15	40	15	3	10	311311113420002	1	1
N???C@_cG~LyZs~_^o?	15	40	15	4	10	311311113420022	1	1
N???C@_cG~Ly^o^o^o?	15	40	15	3	11	344111113420000	1	1
N???C@_cG~Ly^o~_^o?	15	40	15	4	12	444111113420000	1	1
N???C@_cG~Ly~_~_^o?	15	40	15	4	10	411111133322000	1	1
N???C@_cIQb{laZs^o?	15	36	15	5	15	341141143430200	1	1
N???C@_cIaDrFw~_Ly?	15	35	15	4	15	411411114332002	1	1
N???C@_cIaDrFw~_Nw?	15	35	15	4	14	441411144332000	1	1
N???C@_cIaTpFw~_Ly?	15	35	15	5	16	341111143432000	1	1
N???C@_cJA@rFwfi^o?	15	34	15	4	14	133111134040002	1	1
N???C@_cJAb{Zsfi^o?	15	37	15	6	11	344111143432020	1	1
N???C@_cJOa|Fw~_Ly?	15	36	15	5	12	144111113432200	1	1
N???C@_cJOrsDyZs^o?	15	36	15	6	12	144111113432200	1	1
N???C@_cJaMGFwBf^o?	15	33	15	5	15	144411141133020	1	1
N???C@_cJaPtFw~_Ly?	15	36	15	5	14	144111113432200	1	1
N???C@_cKXB{[q~_Ly?	15	36	15	5	16	411144112130200	1	1
N???C@_cKpB{~_XuLy?	15	37	15	5	11	244224442113300	1	1
N???C@_cKxKZFwZs^o?	15	37	15	6	13	144111443223000	1	1
N???C@_cK|B{Fw~_Ly?	15	38	15	4	10	111444442133300	1	1
N???C@_cK|B{~_ZsLy?	15	39	15	5	11	144111113422000	1	1
N???C@_cK|B{~_^oLy?	15	39	15	4	11	144111113422000	1	1
N???C@_cK|B{~_~_Ly?	15	39	15	4	11	144111113422000	1	1
N???C@_cK|RsFwZs^o?	15	38	15	4	10	433111134300020	1	1
N???C@_cMOB{Lq~_Ly?	15	35	15	5	15	441111113432200	1	1
N???C@_cMWEXFw~_Ly?	15	35	15	5	17	441144113432200	1	1
N???C@_cM_@|Ju~_Nw?	15	36	15	5	11	331311114440022	1	1
N???C@_cM_B{Ju~_Ly?	15	36	15	5	12	311311113442020	1	1
N???C@_cM_B{Ju~_Nw?	15	36	15	5	12	331311113442022	1	1
N???C@_cMoCzFwZs^o?	15	36	15	5	14	311311113440202	1	1
N???C@_cN?MGbhZsB|?	15	33	15	6	15	022000003233414	1	1
N???C@_cN?RsBu^oB|?	15	35	15	5	13	444111113432202	1	1
N???C@_cN?RsFyZsNw?	15	36	15	5	11	433111114340022	1	1
N???C@_cN?RsFyZs^o?	15	36	15	5	12	133111114340022	1	1
N???C@_cN?^oZsFyB|?	15	37	15	6	9	444111113430022	1	1
N???C@_cN?^oZsFyNw?	15	37	15	5	11	444111113430020	1	1
N???C@_cN?^o~_ZsB|?	15	37	15	5	11	444111113430002	1	1
N???C@_cNOA|Fw~_Ly?	15	36	15	5	12	444111113432200	1	1
N???C@_cNORsDy^oLy?	15	36	15	5	13	344111113432200	1	1
N???C@_cNORsDy~_Ly?	15	36	15	5	14	144111113432200	1	1
N???C@_cN_@zBy^o^o?	15	36	15	6	10	111144442223300	1	1
N???C@_cN_@zByfgNw?	15	35	15	6	13	111144442223300	1	1
N???C@_cN_@zFwZs^o?	15	36	15	5	14	444411113132200	1	1
N???C@_cN_@zFw^o^o?	15	36	15	5	12	444411113332200	1	1
N???C@_cN_@zFwfgLy?	15	35	15	6	13	211244442110330	1	1
N???C@_cN_@zFwfgNw?	15	35	15	5	14	111144441223000	1	1
N???C@_cN_@|Fw~_Ly?	15	36	15	5	12	444111113432200	1	1
N???C@_cN_@|fgFwLy?	15	35	15	5	13	111444442123330	1	1
N???C@_cN_@|fg^oLy?	15	36	15	5	13	344111113432200	1	1
N???C@_cN_@|~_ZsNw?	15	37	15	5	12	444411113332000	1	1
N???C@_cN_MGBfBy^o?	15	33	15	5	13	111144442222330	1	1
N???C@_cN_MGFwBf^o?	15	33	15	6	15	444411111333020	1	1
N???C@_e?Nb{fgXs^@?	15	35	15	6	15	411441111320023	1	1
N???C@_e?Nb{fgXs^o?	15	36	15	5	14	411441111320020	1	1
N???C@_e?NrcWtFw^o?	15	35	15	6	15	144111441232300	1	1
N???C@_e?NrcWt~_Nw?	15	36	15	6	12	144111443232300	1	1
N???C@_e?NrsXs^o^o?	15	37	15	5	13	411441111320200	1	1
N???C@_e?N~@fgXsNw?	15	36	15	6	14	411441111323020	1	1
N???C@_eBA_}Fw~_Rt?	15	35	15	5	15	144111113232202	1	1
N???C@_eBA_}fi^o^o?	15	36	15	6	13	133111134044022	1	1
N???C@_eBA_}}@fiNw?	15	35	15	6	15	444441111342300	1	1
N???C@_eCp?}FwXu^o?	15	35	15	6	13	311331113440202	1	1
N???C@_eCp?}Xu~_Nw?	15	36	15	6	11	311331110440022	1	1
N???C@_eGNGymB~_Nw?	15	36	15	6	12	414441111322300	1	1
N???C@_eGNKy}A~_Nw?	15	37	15	5	14	311114442230200	1	1
N???C@_eGNRsXs}ANw?	15	36	15	5	16	411441111320230	1	1
N???C@_eGjRsXsyaNw?	15	36	15	5	16	144111443222300	1	1
N???C@_eGrKyXeFw^o?	15	36	15	6	12	411441142332200	1	1
N???C@_eGrKyXefg^o?	15	36	15	6	12	144114411223300	1	1
N???C@_eGrRsXe^o^o?	15	37	15	5	11	144114413220300	1	1
N???C@_eGrRsXsxaNw?	15	36	15	5	14	411441142330220	1	1
N???C@_eGrRsXsxa^o?	15	36	15	5	14	144114411220330	1	1
N???C@_eG~B{FwXs^o?	15	38	15	4	10	333111114300022	1	1
